variant,algo_seed,split_seed,cv_seed,train_r2,train_rmse,test_r2,test_rmse,n_selected,selected_feature_names,elapsed_sec,status,error_msg
HHO,0,42,42,0.44783717019254243,2.1820640750406093,0.3290806144621481,2.574139138334292,4,"b65,b70,b98,b34",6.618042945861816,success,
HHO,1,42,42,0.437380171637636,2.2026294030328573,0.30362669650232355,2.62251453736351,3,"b43,b107,b38",5.687368154525757,success,
HHO,2,42,42,0.43991809126786385,2.1976558716509027,0.3203087927222218,2.5909120655066786,3,"b49,b100,b30",6.584155082702637,success,
HHO,3,42,42,0.44171123259586476,2.194135077032771,0.3187447741535715,2.593891290553208,14,"b49,b47,b68,b69,b55,b70,b71,b95,b104,b101,b100,b50,b53,b48",6.713022947311401,success,
HHO,4,42,42,0.4445016832297861,2.1886448220670376,0.3216600404775206,2.588335376405835,5,"b49,b71,b100,b41,b34",7.129040956497192,success,
HHO,5,42,42,0.48726605386613575,2.102712764415095,0.3549662974746458,2.523992447059758,4,"b53,b72,b15,b28",6.445494890213013,success,
HHO,6,42,42,0.5096953883636839,2.0562073368527294,0.3503170482055914,2.5330722832607995,6,"b42,b22,b95,b100,b56,b44",6.01792311668396,success,
HHO,7,42,42,0.5371548950861185,1.997798822760943,0.335507182959783,2.561780956595037,3,"b63,b21,b22",6.777570009231567,success,
HHO,8,42,42,0.43834072830516657,2.200748333369632,0.32121089781339307,2.589192129321532,4,"b49,b69,b101,b27",6.501457214355469,success,
HHO,9,42,42,0.43548315944384386,2.206339633645602,0.31393244649319296,2.6030366796471767,3,"b53,b107,b56",6.990184307098389,success,
HHO,10,42,42,0.5029045869906343,2.070397779614872,0.32189475260233313,2.587887543244986,12,"b47,b72,b65,b71,b96,b102,b99,b21,b20,b22,b40,b38",6.349971055984497,success,
HHO,11,42,42,0.4368808879340257,2.2036065220703387,0.3174701583675248,2.596316717646725,3,"b53,b104,b38",5.912315130233765,success,
HHO,12,42,42,0.43841902523352705,2.2005949326791314,0.3210064015485671,2.589582118086111,3,"b53,b103,b40",6.261532306671143,success,
HHO,13,42,42,0.4361006691817295,2.205132575770689,0.3153821143879011,2.600285103527307,3,"b65,b107,b32",6.116070032119751,success,
HHO,14,42,42,0.5609037382910931,1.9458698331821882,0.3129520543608718,2.6048958884206863,3,"b22,b23,b42",6.5068581104278564,success,
HHO,15,42,42,0.4798515122983227,2.117861646097249,0.3496708572121062,2.5343316988575864,3,"b53,b24,b55",6.060473918914795,success,
HHO,16,42,42,0.4327405110778001,2.2116927793389327,0.3230667093620724,2.5856502770772862,3,"b49,b26,b39",6.000453233718872,success,
HHO,17,42,42,0.43445385476600984,2.2083501683963354,0.3200262654807815,2.5914504917645913,3,"b49,b105,b29",6.169803857803345,success,
HHO,18,42,42,0.4839118120068354,2.1095793955673177,0.2552255157721952,2.712122129137826,4,"b57,b71,b105,b34",6.0764319896698,success,
HHO,19,42,42,0.4357606358727065,2.205797326980574,0.31018035641247454,2.6101449525851206,3,"b107,b50,b46",5.963480234146118,success,
HHO,20,42,42,0.4363482614552313,2.2046484168955627,0.3126350192794086,2.605496827654263,3,"b53,b107,b42",5.8950700759887695,success,
HHO,21,42,42,0.4413884799884862,2.194769211676771,0.3239229873895697,2.584014417128624,3,"b54,b100,b32",6.365472078323364,success,
HHO,22,42,42,0.5280991043484703,2.01724810520985,0.33290144905066854,2.566798910142582,3,"b46,b23,b31",6.274399042129517,success,
HHO,23,42,42,0.4349835199742056,2.207315805189334,0.31664023353201143,2.5978947388356084,3,"b53,b105,b39",6.8387610912323,success,
HHO,24,42,42,0.5037757732035044,2.0685827427851535,0.35308569292679115,2.527669136334324,4,"b43,b23,b53,b41",6.465136289596558,success,
HHO,25,42,42,0.43416254708424984,2.208918845730728,0.3190812812019782,2.593250583162245,3,"b53,b106,b29",6.448915958404541,success,
HHO,26,42,42,0.5184305069654707,2.037808638302896,0.22519602734957922,2.766258535444893,5,"b49,b70,b96,b99,b33",6.755245208740234,success,
HHO,27,42,42,0.5182430121153816,2.0382053011399046,0.3057417814264809,2.6185288452228157,3,"b42,b23,b39",6.225306987762451,success,
HHO,28,42,42,0.4459427820012368,2.1858040379246813,0.3247478588244941,2.5824375773722945,4,"b62,b70,b99,b34",6.800936937332153,success,
HHO,29,42,42,0.4928317776622668,2.091269157619231,0.3648248127972541,2.5046301818017978,4,"b53,b63,b15,b30",6.1002209186553955,success,
+SCI,0,42,42,0.4463278076043873,2.185044426145309,0.321801323507266,2.588065816208198,5,"b62,b70,b99,b41,b40",6.4822351932525635,success,
+SCI,1,42,42,0.43912611298452753,2.1992091095339785,0.3232254107936685,2.5853471671108705,3,"b48,b100,b28",6.439844131469727,success,
+SCI,2,42,42,0.571162499594865,1.9230044683146355,0.38070488061584873,2.473122771446905,3,"b49,b23,b32",6.192724943161011,success,
+SCI,3,42,42,0.44069749937548575,2.196126214025185,0.3155782886048011,2.599912526756952,13,"b49,b68,b69,b55,b70,b71,b95,b104,b101,b100,b53,b48,b38",6.334472894668579,success,
+SCI,4,42,42,0.5665823284748104,1.9332464560003615,0.34386050706159255,2.5456279862950506,3,"b47,b21,b22",6.3286871910095215,success,
+SCI,5,42,42,0.5686333273468629,1.9286668223785906,0.31467314230998533,2.6016311481904557,3,"b53,b24,b29",6.118395090103149,success,
