variant,run,test_r2,test_rmse,test_mae,n_selected,elapsed_sec
HHO,0,-0.08467474063401226,2.7711240006001527,1.8586913081410192,8,0.3470311164855957
MSHHO_I1,0,-0.3514767248108792,3.0932176654254717,2.3486695747777526,9,0.34625816345214844
MSHHO_I2,0,0.1913051580955074,2.392756655911974,1.7769140524221756,6,0.3253500461578369
MSHHO_I3,0,0.2122366769751034,2.3615876821129795,1.8221370019812295,1,0.2536351680755615
MSHHO,0,0.23515503406560756,2.326981350906479,1.8093144573296276,1,0.2910940647125244
