variant,run,train_r2,train_rmse,train_mae,test_r2,test_rmse,test_mae,n_selected,selected_features,elapsed_sec
HHO,0,0.5275605519163813,2.0183988596381175,1.601797012304649,0.3043544009603908,2.6211439259824045,1.790129655814393,8,b47;b52;b57;b99;b107;b117;b121;b142,5.618801832199097
HHO,1,0.5174144554653783,2.0399572664557466,1.648961294335629,0.3044610738502236,2.6209429502863184,1.7524351114923955,2,b16;b38,4.6014509201049805
HHO,2,0.45634911604412143,2.165179789826698,1.7414668531563642,0.34457529850783386,2.5442410183095796,1.7213371235620811,2,b17;b61,5.874377965927124
HHO,3,0.4241616092147463,2.2283541975484753,1.7749650326009943,0.32186947662807575,2.5879357737885806,1.8093138052792093,2,b102;b106,4.469799995422363
HHO,4,0.47717572711539913,2.1233020862391503,1.7623048083734325,0.348232266348243,2.5371332436162883,1.8446607122693823,3,b56;b100;b137,5.133842945098877
HHO,5,0.4508896260748151,2.176024294002287,1.782696308859324,0.31954057753319276,2.5923758301519437,1.8896533858900502,2,b68;b70,4.173007249832153
HHO,6,0.45460715016472975,2.16864584953834,1.7749402727971209,0.3137275626224577,2.603425329727458,1.8878919231433844,1,b71,3.5602853298187256
HHO,7,0.4418790245632038,2.193805331989486,1.7895998563820816,0.33017221269431773,2.572044199900277,1.8629076425442184,1,b76,4.548680067062378
HHO,8,0.4445851029096235,2.1884804805202327,1.7906206159817162,0.32889016225917134,2.574504469619709,1.8874431343513236,1,b73,3.77291202545166
HHO,9,0.45328593890098,2.171271027120216,1.7790582551877716,0.3153556300057493,2.6003353989401337,1.8909599612128989,1,b70,4.069164037704468
HHO,10,0.4375318326280374,2.202332510304455,1.8032901945898077,0.32224342214674084,2.5872221350411353,1.87250599369376,2,b76;b83,4.8726420402526855
HHO,11,0.46627687128013606,2.1453192366496032,1.7761593962039883,0.3413412448346743,2.550510302078224,1.8446720840541135,7,b50;b58;b62;b96;b97;b137;b153,5.702381134033203
HHO,12,0.4525245517030805,2.1727824230237145,1.774909435733606,0.3447916351068435,2.5438210937370203,1.853438164040097,1,b65,4.791054010391235
HHO,13,0.41529763984343915,2.245439400176665,1.87289355341099,0.31733665962743285,2.596570617214727,1.9367076639904945,2,b14;b79,4.475502014160156
HHO,14,0.5592087420568483,1.9496219320873782,1.5462408577608489,0.37260643426047435,2.4892406114874928,1.7019158767560978,13,b23;b26;b45;b49;b76;b98;b124;b127;b130;b131;b142;b146;b152,6.208730220794678
HHO,15,0.4497326490594974,2.1783155322076646,1.7826287303998098,0.32237939141196903,2.5869626020839376,1.8865813769354247,1,b72,4.2921459674835205
HHO,16,0.44068296847770516,2.196154741949007,1.8059806810894432,0.3288421385243788,2.57459658204391,1.877855807258081,14,b22;b29;b30;b35;b58;b66;b75;b77;b92;b98;b133;b146;b149;b162,6.11286187171936
HHO,17,0.4157021187458856,2.2446626032521473,1.8609354287539417,0.31618484279281944,2.5987602128010865,1.9452763706391534,2,b15;b76,4.778297185897827
HHO,18,0.516365026593654,2.0421741039696117,1.6530609130195655,0.3491400500753119,2.5353657652059525,1.7459627704743212,4,b14;b61;b91;b136,5.275052070617676
HHO,19,0.6270264878678455,1.7933824294337675,1.4527330155132627,0.10636074001925766,2.970831141325455,1.9410457746191587,5,b68;b83;b92;b144;b161,5.22176194190979
HHO,20,0.4460846193384904,2.185524239684884,1.7957111492285585,0.3283412173024831,2.575557182814607,1.831459912670882,1,b78,4.253572225570679
HHO,21,0.4183159670811637,2.2396362423556835,1.8236221255123668,0.2720344864521239,2.6813422435980225,1.9070905428390135,1,b93,3.7038278579711914
HHO,22,0.4479716523969318,2.1817983321826886,1.827945120058794,0.32511822054702966,2.5817292736488033,1.9256808806397194,6,b21;b22;b26;b68;b82;b156,5.659491062164307
HHO,23,0.7216670140020752,1.5492312718151386,1.3006031092636328,0.2636710132437645,2.6967010008073204,1.7938204850597401,12,b42;b58;b60;b79;b94;b103;b104;b110;b131;b143;b144;b152,6.160811901092529
HHO,24,0.4342011157782102,2.208843562125582,1.7093548064912885,0.3604528063400475,2.5132352730028096,1.7575818312151081,2,b98;b101,4.757022380828857
HHO,25,0.41867274312411684,2.2389492962881268,1.8258696921516169,0.2824428149219963,2.662104541472002,1.9095851359241658,1,b92,3.8092331886291504
HHO,26,0.44544637043767743,2.186783012146296,1.7951827327637215,0.3298374362951706,2.5726868666801637,1.8457513575344624,1,b81,4.021596908569336
HHO,27,0.4296236201898763,2.2177606915110943,1.8319567000260648,0.32718466602838514,2.577773697221191,1.9347589612227907,2,b20;b73,5.193920135498047
HHO,28,0.41702301764583616,2.242123958107249,1.8297613972562814,0.29147020238411314,2.6453059410323974,1.9064124871401116,1,b90,4.334093809127808
HHO,29,0.5728265177869005,1.919269924798917,1.5553533100100942,0.25856669947657873,2.706031772666851,1.916426884109931,4,b17;b32;b60;b69,5.499319076538086
HHO,30,0.4498317828378665,2.1781193054320727,1.8087251911161413,0.3132490335393828,2.6043328393191443,1.9450186844691426,4,b17;b107;b156;b161,5.724772214889526
HHO,31,0.5796073605024513,1.9039759887933416,1.6078343481607689,0.21831558992563338,2.7785138938937894,1.7859313754156831,5,b20;b31;b59;b92;b136,5.828395128250122
HHO,32,0.5113724349549835,2.052687780661378,1.6131211599621729,0.26575556600671724,2.6928811051953896,1.9027802527552289,3,b20;b57;b58,4.90407919883728
HHO,33,0.4661340251474846,2.145606305016925,1.7881954766987498,0.3320950961950303,2.5683497458897984,1.8747399796572677,13,b27;b29;b33;b48;b59;b65;b78;b100;b108;b119;b126;b141;b157,6.275930881500244
HHO,34,0.635494809533079,1.7729062616034,1.4613972667549662,0.12454532919930916,2.9404491920984723,2.1092629439818205,8,b23;b33;b58;b86;b93;b94;b109;b149,5.434813976287842
HHO,35,0.4664715967803865,2.1449278478852465,1.725583836001085,0.3046339620165506,2.6206171898108788,1.8329263278622445,2,b18;b70,4.496288061141968
HHO,36,0.48056079416504593,2.116417180392981,1.758516711042555,0.330130114560819,2.5721250240769513,1.817574639769337,5,b60;b77;b99;b111;b157,5.075270175933838
HHO,37,0.45460715016472975,2.16864584953834,1.7749402727971209,0.3137275626224577,2.603425329727458,1.8878919231433844,1,b71,3.9837632179260254
HHO,38,0.5291743038994134,2.014948701732779,1.6241562983365727,0.33394124664784264,2.56479771244742,1.7705207433592363,22,b17;b21;b30;b32;b33;b35;b40;b58;b63;b70;b80;b82;b93;b94;b98;b99;b120;b127;b132;b144;b145;b162,6.1010520458221436
HHO,39,0.47129433572606827,2.135211486083994,1.6995762501240608,0.3219551349149681,2.587772320634572,1.8070366705084393,2,b14;b69,5.003019094467163
MSHHO_I1,0,0.46761196743179023,2.1426343231300153,1.705908873850617,0.3299608719370317,2.572449927244902,1.8011938227314634,2,b14;b68,5.076636075973511
MSHHO_I1,1,0.4307356961406208,2.2155976271297084,1.8342588125227763,0.3266429290280669,2.5788112734546447,1.9280768701795394,2,b22;b63,4.402862071990967
MSHHO_I1,2,0.49297409322701,2.090975723390033,1.677786266154397,0.3058669032928685,2.6182928739582443,1.7243367844281086,2,b20;b31,4.640601873397827
MSHHO_I1,3,0.5398444100751167,1.991985929697979,1.6200427939738553,0.3036963758046153,2.622383329322038,1.724231744809666,2,b25;b29,4.715797185897827
MSHHO_I1,4,0.44823506838872784,2.181277716573466,1.7865111574439154,0.3234666369304925,2.58488637196409,1.8886529736143318,1,b68,4.0748937129974365
MSHHO_I1,5,0.5296005018764267,2.0140365154422217,1.6049948786583421,0.4033084764279208,2.427570111574804,1.7857038397293707,3,b14;b20;b64,4.903335094451904
MSHHO_I1,6,0.4497326490594974,2.1783155322076646,1.7826287303998098,0.32237939141196903,2.5869626020839376,1.8865813769354247,1,b72,4.2342588901519775
MSHHO_I1,7,0.5256487259031392,2.02247867499811,1.664882048966385,0.3427816512027796,2.5477199482160424,1.7775097858062883,3,b21;b24;b34,5.694326162338257
MSHHO_I1,8,0.45460715016472975,2.16864584953834,1.7749402727971209,0.3137275626224577,2.603425329727458,1.8878919231433844,1,b71,4.35869574546814
MSHHO_I1,9,0.4467873379873125,2.1841374790891184,1.7848317873366795,0.3401120718111582,2.5528890430986833,1.8520192943578753,2,b61;b66,4.508932828903198
MSHHO_I1,10,0.4445851029096235,2.1884804805202327,1.7906206159817162,0.32889016225917134,2.574504469619709,1.8874431343513236,1,b73,3.911052942276001
MSHHO_I1,11,0.4195504328269233,2.2372584715338872,1.8252216796123104,0.28873083361933094,2.650414743651442,1.916778331225469,1,b91,4.006291151046753
MSHHO_I1,12,0.4674353699264182,2.1429896584119743,1.7300445656672332,0.34450700294451775,2.5443735704142827,1.7816486663530227,3,b24;b56;b57,4.625326156616211
MSHHO_I1,13,0.45052462794753156,2.17674738437587,1.7794250700147396,0.3340498597799686,2.5645885851978627,1.8702296999214891,1,b67,3.962188720703125
MSHHO_I1,14,0.4460846193384904,2.185524239684884,1.7957111492285585,0.3283412173024831,2.575557182814607,1.831459912670882,1,b78,3.6275088787078857
MSHHO_I1,15,0.7172898261848955,1.5613656986638502,1.2216210641136525,0.05825216081286033,3.049749464851941,1.9462763580268654,11,b22;b30;b53;b59;b63;b70;b72;b83;b98;b99;b146,5.91689920425415
MSHHO_I1,16,0.5548264291046197,1.9592894590822605,1.6151670679629686,0.3173422703841622,2.59655994668715,1.672919552076638,2,b24;b30,4.52347207069397
MSHHO_I1,17,0.4335149596304352,2.210182511712457,1.8228151742623475,0.3342786765144907,2.5641479582156324,1.919513770606249,2,b20;b66,4.5968708992004395
MSHHO_I1,18,0.5539100790774095,1.9613049336085013,1.6307983320099952,0.32904861123103035,2.5742005315427536,1.8451423641066678,3,b22;b23;b34,4.892521142959595
MSHHO_I1,19,0.5175276431661309,2.0397180222266305,1.6583906305116072,0.3487245325573367,2.5361749414376535,1.7296192644004298,2,b23;b35,4.64787483215332
MSHHO_I1,20,0.46683760196436397,2.1441920019662115,1.779741809919194,0.3387570271902587,2.555508809560486,1.8815002143810697,16,b25;b62;b63;b66;b68;b72;b73;b78;b87;b92;b103;b106;b112;b129;b130;b148,5.337172985076904
MSHHO_I1,21,0.4755974297916645,2.1265045739959025,1.768523709377752,0.32785827175942794,2.5764829730978476,1.8599382702199634,5,b29;b63;b100;b119;b157,5.693233966827393
MSHHO_I1,22,0.5363003884031843,1.9996421448839616,1.592986899844736,0.3507311028210033,2.5322649683774214,1.8019825836708898,5,b27;b64;b99;b121;b155,5.089879035949707
MSHHO_I1,23,0.44763050695325646,2.182472387786475,1.7878449191846184,0.32607555686575407,2.5798975007393956,1.8692000354427658,2,b61;b70,4.387993097305298
MSHHO_I1,24,0.5173703050358341,2.0400505793727315,1.6711149512500905,0.3385395424059272,2.55592903224178,1.7386458778506262,2,b24;b44,4.728060007095337
MSHHO_I1,25,0.4525245517030805,2.1727824230237145,1.774909435733606,0.3447916351068435,2.5438210937370203,1.853438164040097,1,b65,4.21735692024231
MSHHO_I1,26,0.4297286438107951,2.217556503549275,1.8417099777805226,0.31841672253194697,2.5945157465554,1.9362746796167247,2,b27;b38,4.565469980239868
MSHHO_I1,27,0.46963022598626214,2.138569152648337,1.722706339799984,0.29925850833675094,2.630726891566758,1.8230705938700797,2,b18;b71,5.0701329708099365
MSHHO_I1,28,0.4460846193384904,2.185524239684884,1.7957111492285585,0.3283412173024831,2.575557182814607,1.831459912670882,1,b78,4.0515031814575195
MSHHO_I1,29,0.3710435383621885,2.3288644262461244,1.879546508077792,0.26222389309635274,2.6993496367522805,1.957325626399339,1,b102,4.263293027877808
MSHHO_I1,30,0.4762629785542427,2.125154712353093,1.764345539314644,0.3348312685779834,2.563083532367288,1.8276586633593432,6,b79;b84;b99;b118;b159;b160,5.56660008430481
MSHHO_I1,31,0.45215501986205087,2.173515585443012,1.7728560893805738,0.34401306962911726,2.5453320201752545,1.8514442316265844,1,b66,3.566594123840332
MSHHO_I1,32,0.5256577235878386,2.0224594933149156,1.6753022209701678,0.18681994584412565,2.8339370977448666,1.8803163129720286,3,b24;b38;b81,4.899187803268433
MSHHO_I1,33,0.44844018462477697,2.1808722385897354,1.734962921837782,0.25174551769666065,2.7184510116211063,1.8348300201167251,2,b122;b138,4.377464771270752
MSHHO_I1,34,0.5887476625012433,1.8831638345350532,1.5061108341543603,0.20594440682967052,2.8004143999534397,1.829578789469161,5,b58;b91;b95;b144;b161,5.017735004425049
MSHHO_I1,35,0.649146324921979,1.739389845661023,1.356369898796129,0.2411508146142356,2.737628942953373,1.7137493480470345,8,b24;b25;b31;b57;b58;b59;b102;b152,5.709568977355957
MSHHO_I1,36,0.5266127429232738,2.0204225031604213,1.638572057392619,0.32412122973758384,2.58363554117723,1.7179116765084959,2,b26;b27,4.308312177658081
MSHHO_I1,37,0.6390337480504014,1.7642787993813713,1.4253746914249448,-0.08329694473591709,3.2709251547310783,2.1172353517686147,8,b26;b29;b58;b62;b70;b76;b112;b143,5.501972913742065
MSHHO_I1,38,0.44258250969628965,2.19242230203023,1.7911637537154577,0.3309782181983917,2.5704962603904518,1.8783964856443403,1,b74,4.000213861465454
MSHHO_I1,39,0.5398986770925148,1.9918684669041518,1.6194700821155015,0.30265616014548746,2.6243414019787026,1.7262637170290445,3,b25;b29;b48,4.8601930141448975
MSHHO_I2,0,0.4906702090528178,2.0957209501944667,1.6944732430605434,0.349021238120256,2.5355971652309988,1.764834483470023,2,b25;b34,4.470472812652588
MSHHO_I2,1,0.41458542344404603,2.2468065505152937,1.8334305531862216,0.29459642290500476,2.639463595325126,1.8975334415499647,1,b89,4.0695109367370605
MSHHO_I2,2,0.4850886339708199,2.1071728143935693,1.6904454856659765,0.3499440480362056,2.5337993308254134,1.6922946642892402,5,b20;b23;b32;b53;b55,5.5843589305877686
MSHHO_I2,3,0.4596939117548686,2.1585089116370084,1.7878462282405667,0.3288735962937185,2.5745362445144533,1.862849943196131,11,b26;b31;b60;b87;b99;b111;b113;b134;b152;b156;b161,5.498032093048096
MSHHO_I2,4,0.4460846193384904,2.185524239684884,1.7957111492285585,0.3283412173024831,2.575557182814607,1.831459912670882,1,b78,4.0733418464660645
MSHHO_I2,5,0.5100752178311865,2.0554107305840232,1.6806547925587934,0.3495309958549737,2.534604203956977,1.757659119713372,7,b24;b27;b32;b66;b69;b92;b136,5.7545342445373535
MSHHO_I2,6,0.4798610132720359,2.1178423036977323,1.763849833251537,0.34486017073365705,2.5436880467997027,1.82776854668534,4,b63;b79;b93;b137,5.258457183837891
MSHHO_I2,7,0.685724033073601,1.6462261686785495,1.2921451575302776,0.21915539928255878,2.7770209326640187,1.9537342397136155,13,b34;b49;b59;b64;b65;b73;b94;b102;b106;b112;b127;b132;b149,6.2937538623809814
MSHHO_I2,8,0.4445709493652562,2.188508364682515,1.7915717932639492,0.329256116881953,2.5738024382737477,1.8468993892918408,1,b77,4.045009136199951
MSHHO_I2,9,0.5448852920800631,1.9810450457468325,1.5256471569075294,0.3066185840557446,2.616874807664322,1.7624710910684556,11,b51;b58;b62;b70;b72;b73;b103;b113;b123;b133;b161,6.034613847732544
MSHHO_I2,10,0.4452166939604951,2.187235809313941,1.7976155019570115,0.33176593437996016,2.5689825444555394,1.829528968704861,1,b79,4.669708728790283
MSHHO_I2,11,0.44112088082568035,2.195294843588798,1.7904523577530198,0.3313154571939336,2.5698483137385693,1.8702024529722254,1,b75,4.222692012786865
MSHHO_I2,12,0.6135410942357781,1.8255157124450976,1.4562119173084906,0.332924594109155,2.5667543820693903,1.7243667232137727,23,b36;b41;b59;b61;b66;b78;b80;b93;b96;b97;b100;b104;b106;b109;b112;b125;b141;b146;b152;b155;b159;b160;b161,6.26242995262146
MSHHO_I2,13,0.46774842561643126,2.142359712592376,1.7176033454800284,0.3211761062151186,2.5892584834938805,1.804109171137823,4,b17;b18;b67;b71,5.000432252883911
MSHHO_I2,14,0.4784892949439231,2.120633067673668,1.7126441019824952,0.35247842879297564,2.5288552306439405,1.7306472088882063,5,b24;b33;b53;b55;b57,5.587163925170898
MSHHO_I2,15,0.557175563377756,1.9541131387676767,1.627328740253842,0.3321994698550029,2.5681490597328884,1.839671448967928,3,b21;b23;b34,5.1934168338775635
