fusion_col,transform,band_name,wavelength
0,R,b49,542
8,R,b80,666
15,R,b68,618
27,R,b65,606
28,R,b70,626
32,FD,b43,518
41,FD,b82,674
60,SNV,b96,730
69,SNV,b105,766
75,SNV,b99,742
78,SNV,b20,426
85,SNV,b14,402
86,SNV,b22,434
88,SNV,b23,438
89,SNV,b24,442
95,LOG,b54,562
104,LOG,b34,482
105,LOG,b30,466
108,LOG,b40,506
112,LOG,b39,502
