variant,run,train_r2,train_rmse,train_mae,test_r2,test_rmse,test_mae,n_selected,selected_features,elapsed_sec
HHO,0,0.7786992504043453,1.3814187865796597,1.0457120789416845,0.329094054753993,2.5741133547936133,1.8521879080928676,6,b55;b59;b66;b71;b85;b159,9.537577867507935
HHO,1,0.9036383797795927,0.9115614744441299,0.706126388780644,0.2940641069892691,2.640459311507042,2.035320682404016,12,b18;b20;b30;b56;b60;b71;b94;b100;b118;b141;b154;b156,9.179234027862549
HHO,2,0.8029907382398197,1.3033985610582306,0.9365343445463127,0.3579165613752635,2.518213696304325,1.9287843184152709,6,b40;b58;b59;b99;b104;b137,8.427107095718384
HHO,3,0.6798053445372363,1.6616553672806793,1.2229815790551268,0.23440325555932495,2.749773273934891,1.8920349464059587,1,b79,6.522778034210205
HHO,4,0.8334275625002558,1.1984929560098454,0.9039006723767112,0.2936441924178679,2.641244512059246,2.0573011114623587,6,b53;b65;b72;b96;b98;b138,9.25276517868042
HHO,5,0.8421741119896456,1.1666028583595662,0.9003098190436718,0.2021844225298871,2.8070367819028474,2.0665228876848776,7,b53;b79;b91;b147;b152;b157;b162,8.727712869644165
HHO,6,0.8740194994290994,1.0422828221414486,0.79514441542693,0.38616167380180655,2.4622029542412003,1.829865319591821,7,b25;b31;b36;b37;b62;b99;b133,8.959965229034424
HHO,7,0.8053768336643298,1.295481401125741,1.0208585844213285,0.4616644412530362,2.305809271969916,1.6540738465820182,4,b23;b29;b59;b64,7.88523268699646
HHO,8,0.8062917035654116,1.2924329638096104,1.0049030532507006,0.4532812875660167,2.3236933595478804,1.6928772603998772,3,b20;b23;b35,7.962501049041748
HHO,9,0.9186207821222047,0.8377041582002992,0.6548970206433636,0.23305849971946824,2.7521871761313137,2.0588440140441087,13,b21;b24;b30;b33;b53;b56;b59;b70;b71;b81;b82;b135;b136,9.152146816253662
HHO,10,0.9144881273166983,0.8587111936173045,0.657599798454989,0.1908147663606048,2.8269675414916393,2.1255379107072456,6,b57;b99;b106;b120;b152;b157,8.512239694595337
HHO,11,0.7606042667180073,1.4367861015349221,1.1292451687734328,0.416171964505866,2.4012607414620257,1.6825819773153035,3,b16;b70;b71,8.486388921737671
HHO,12,0.7920960866421644,1.3389527373102716,1.071937605401705,0.3980118274435902,2.438320707231538,1.7546565594636612,3,b20;b76;b84,7.33331298828125
HHO,13,0.8839655738985709,1.000293265003079,0.8094125041133018,0.2839165531709086,2.6593693854071163,2.05213848963353,9,b23;b31;b75;b80;b92;b133;b145;b147;b151,9.471121311187744
HHO,14,0.8427942616347401,1.164308619931784,0.8585806925126633,0.28760896318699414,2.652504142798097,2.0917043469212953,12,b32;b59;b62;b67;b72;b104;b106;b107;b113;b142;b158;b161,8.894131898880005
HHO,15,0.698352704044296,1.6128115824325666,1.1843351355027056,0.25693863295259134,2.709001145566598,1.8682783143638813,1,b81,6.9755730628967285
HHO,16,0.8563050485151346,1.1131525113491902,0.9164852572108203,0.3324242012110985,2.5677169006084695,1.9206706102780082,8,b23;b24;b31;b65;b66;b71;b91;b136,8.714632987976074
HHO,17,0.8610379199112401,1.094667107355974,0.8009013223452977,0.2866796846922034,2.654233608508747,2.0343716735156954,7,b49;b59;b65;b78;b99;b141;b161,8.503324270248413
HHO,18,0.8247905562439812,1.2291720344346089,0.9902307458187706,0.42473812972043645,2.383579502269576,1.6875354221540388,2,b26;b27,6.6398420333862305
HHO,19,0.8831178115953611,1.00394074991033,0.7827711786983946,0.3167555604774117,2.5976755132378733,1.963974406984788,16,b24;b25;b26;b30;b33;b58;b59;b70;b78;b94;b99;b106;b127;b131;b141;b159,9.888950109481812
HHO,20,0.7904945157561745,1.3441001000075903,1.1207008846067674,0.4081843758445183,2.417631250900484,1.7760389386638995,2,b21;b69,6.673314094543457
HHO,21,0.8007133994634753,1.3109102670673298,0.9352796494285855,0.37257312879529103,2.4893066818305827,1.8889960055101422,11,b28;b58;b64;b66;b73;b74;b78;b99;b103;b120;b141,8.758868932723999
HHO,22,0.8616257928440733,1.0923491829009933,0.9116260059890923,0.3428373536742412,2.54761198006126,1.8437660365377528,3,b22;b23;b54,8.502198934555054
HHO,23,0.6882519465995072,1.6395919998746207,1.211930967199409,0.31709677869686814,2.597026781352574,1.8328982178925397,1,b71,6.902907133102417
HHO,24,0.8721253179791317,1.050089216774855,0.8146255792436835,0.29668356364473425,2.635555894002018,2.061544464030697,8,b28;b31;b36;b59;b86;b91;b97;b135,9.53905200958252
HHO,25,0.8306190254788637,1.2085544700264181,0.9931152863152236,0.295128521890503,2.6384679093811796,2.013538833482111,5,b50;b58;b93;b126;b162,8.609411001205444
