Set,R2,RMSE,RPD,Best_Params
Train,0.6826747311560537,1.654193247691288,1.77520156325619,"{'C': 1.4812256399994832, 'gamma': 0.153347122252952, 'epsilon': 0.14668698537826225, 'kernel': 'rbf'}"
Test,0.2507137453033528,2.720324609803405,1.1552503722424243,"{'C': 1.4812256399994832, 'gamma': 0.153347122252952, 'epsilon': 0.14668698537826225, 'kernel': 'rbf'}"
