b81,TS
2439.022247,2.2923914230731737
1883.509891,0.5063756211519992
1784.06322,0.3746408034078961
2230.214469,2.2054004200751924
1708.730195,1.3960441798593108
1945.365881,0.7542745689230116
2710.78137,2.6081933409025377
1813.951985,0.8926805424328147
2413.676215,2.2736202580814875
1710.303371,0.581161143981072
1793.426216,1.549403819541715
1866.991296,1.4028740669951625
2045.203671,0.7905675700722566
2267.238171,1.6574561743152616
2389.669334,2.3078038810661927
2825.121509,1.8235008741383936
1743.358766,0.6510734359945963
2026.045455,0.5217562211442857
2254.815301,1.4625261659981488
2158.93646,1.488046078815127
1940.264405,0.5063756211519992
1959.59507,2.446156528624075
2368.931338,2.0047304476527037
2571.232473,2.251326780615122
2370.233835,2.208742427466275
1733.831935,0.8484782941909552
1974.660548,0.7905675700722566
1838.774964,1.5846643614924818
2408.995024,1.943272567803069
3029.316348,1.873833608022636
2102.791453,1.5612812165050718
2065.483304,1.2806287135245702
1954.489634,1.2180688801047306
2645.471031,2.550040543597077
2052.005064,0.4907706803944981
1960.035051,0.8256837244714933
3032.491558,1.943272567803069
2201.773848,0.7665079810324058
3405.623079,2.118520750124681
2196.088474,1.1258065117288665
1971.673816,1.6300154591773683
1956.339452,1.5191462548029435
2091.686976,0.7786046169981008
2600.544706,2.195315654472197
1815.665653,0.3920257514827788
2819.449584,2.2285928948408293
1943.410531,0.2831752583995197
