fusion_col,transform,band_name,wavelength
4,R,b73,638
18,R,b43,518
66,SNV,b97,734
73,SNV,b98,738
91,LOG,b50,546
96,LOG,b52,554
108,LOG,b40,506
118,LOG,b45,526
