fusion_col,transform,band_name,wavelength
2,R,b53,558
4,R,b73,638
10,R,b78,658
12,R,b47,534
16,R,b56,570
21,R,b55,566
26,R,b66,610
42,FD,b83,678
52,FD,b18,418
66,SNV,b97,734
76,SNV,b100,746
77,SNV,b21,430
88,SNV,b23,438
90,LOG,b56,570
91,LOG,b50,546
95,LOG,b54,562
98,LOG,b49,542
104,LOG,b34,482
108,LOG,b40,506
