fusion_col,transform,band_name,wavelength
0,R,b49,542
12,R,b47,534
15,R,b68,618
19,R,b69,622
21,R,b55,566
28,R,b70,626
29,R,b71,630
61,SNV,b95,726
72,SNV,b104,762
74,SNV,b101,750
76,SNV,b100,746
91,LOG,b50,546
94,LOG,b53,558
98,LOG,b49,542
109,LOG,b48,538
