fusion_col,transform,band_name,wavelength
2,R,b53,558
4,R,b73,638
5,R,b79,662
6,R,b48,538
9,R,b42,514
17,R,b72,634
18,R,b43,518
22,R,b67,614
25,R,b44,522
39,FD,b84,682
60,SNV,b96,730
66,SNV,b97,734
76,SNV,b100,746
77,SNV,b21,430
80,SNV,b18,418
85,SNV,b14,402
89,SNV,b24,442
94,LOG,b53,558
105,LOG,b30,466
107,LOG,b33,478
109,LOG,b48,538
112,LOG,b39,502
113,LOG,b38,498
114,LOG,b42,514
119,LOG,b44,522
