fusion_col,transform,band_name,wavelength
18,R,b43,518
23,R,b45,526
35,FD,b29,462
50,FD,b19,422
52,FD,b18,418
60,SNV,b96,730
76,SNV,b100,746
77,SNV,b21,430
80,SNV,b18,418
83,SNV,b26,450
96,LOG,b52,554
110,LOG,b29,462
114,LOG,b42,514
119,LOG,b44,522
