fusion_col,transform,band_name,wavelength
0,R,b49,542
2,R,b53,558
4,R,b73,638
6,R,b48,538
7,R,b81,670
11,R,b62,594
16,R,b56,570
18,R,b43,518
24,R,b64,602
25,R,b44,522
42,FD,b83,678
63,SNV,b107,774
102,LOG,b31,470
107,LOG,b33,478
108,LOG,b40,506
117,LOG,b43,518
