variant,run,test_r2,test_rmse,test_mae,n_selected,elapsed_sec
HHO,0,0.08952624371556572,2.538866776643209,1.9592863890163952,3,0.2869277000427246
MSHHO_I1,0,0.051418738704635425,2.5914537779562394,1.7835994942332718,3,0.3093750476837158
MSHHO_I2,0,0.06345265979082715,2.574963420160346,1.791198950673694,7,0.35211706161499023
MSHHO_I3,0,0.19046149685357272,2.3940044379750725,1.8064466661324277,1,0.29911303520202637
MSHHO,0,0.11443713426509017,2.503893743261496,1.8658082834838114,1,0.2814631462097168
