b84,TS
2512.917734,2.2923914230731737
1999.43029,0.5063756211519992
1855.68662,0.3746408034078961
2257.223752,2.2054004200751924
1783.138636,1.3960441798593108
2027.173129,0.7542745689230116
2691.120519,2.6081933409025377
1930.746639,0.8926805424328147
2519.941446,2.2736202580814875
1806.918975,0.581161143981072
1878.081626,1.549403819541715
1941.903466,1.4028740669951625
2150.514955,0.7905675700722566
2296.567811,1.6574561743152616
2445.804738,2.3078038810661927
2835.007384,1.8235008741383936
1825.496266,0.6510734359945963
2126.226472,0.5217562211442857
2378.360755,1.4625261659981488
2240.158451,1.488046078815127
2036.357875,0.5063756211519992
2019.110915,2.446156528624075
2459.567862,2.0047304476527037
2583.906473,2.251326780615122
2394.804577,2.208742427466275
1812.773382,0.8484782941909552
2082.457351,0.7905675700722566
1928.649628,1.5846643614924818
2465.009791,1.943272567803069
3022.664979,1.873833608022636
2148.041293,1.5612812165050718
2111.119481,1.2806287135245702
2020.106662,1.2180688801047306
2674.841069,2.550040543597077
2159.344358,0.4907706803944981
2047.06306,0.8256837244714933
3029.198539,1.943272567803069
2282.394366,0.7665079810324058
3342.897887,2.118520750124681
2272.693506,1.1258065117288665
2059.06098,1.6300154591773683
2028.17123,1.5191462548029435
2183.772116,0.7786046169981008
2650.558474,2.195315654472197
1905.111236,0.3920257514827788
2826.40637,2.2285928948408293
2044.916453,0.2831752583995197
