b14,b15,b16,b17,b20,b21,b22,b23,b32,b36,b45,b46,b48,b49,b50,b51,b52,b53,b55,b56,b57,b58,b62,b63,b64,b68,b69,b75,b76,b80,b84,b85,b88,b89,b90,b91,b95,b96,b102,b103,b105,b107,b108,b110,b111,b112,b116,b120,b123,b124,b126,b127,b131,b132,b135,b137,b139,b142,b145,b146,b152,b155,b156,b158,b160,b161,b163,TS
1355.831777,1377.150498,1396.886691,1406.90125,1459.641082,1486.064251,1527.204621,1568.973888,1967.137522,2032.389777,2208.705491,2225.180567,2266.896344,2294.236113,2327.245608,2335.427599,2329.692198,2346.363349,2508.837,2560.428391,2597.206204,2633.120905,2713.077702,2745.577307,2768.94113,2872.759772,2891.683178,2954.147333,2959.53442,3057.622409,3095.533945,3060.974047,3071.1649,3086.301788,3101.356702,3118.469695,3162.209369,3149.45925,3186.210635,3178.90125,3209.571609,3194.246241,3166.029752,3107.631904,3125.855357,3154.711663,3188.370945,3291.212375,3310.095426,3323.753284,3391.52081,3390.118373,3451.290394,3458.511157,3496.972939,3355.605792,3328.353853,3324.957746,3310.316981,3218.991454,2794.278683,2882.24909,2848.012344,2772.285963,2771.62589,2749.321412,2637.175977,8.275
488.8085787,511.3516325,533.8737196,549.9361396,595.3161012,608.3754802,618.743758,628.9767926,902.7223111,960.9894366,1056.602913,1064.419814,1083.355474,1098.942702,1119.853553,1136.330346,1149.238796,1169.31338,1299.995359,1347.96991,1383.100672,1418.173976,1494.806178,1528.136684,1550.071223,1645.694462,1673.81274,1829.229994,1846.78233,1920.141005,2036.357875,2068.918054,2153.788572,2175.460948,2194.853233,2216.310179,2305.143406,2321.133003,2435.004321,2457.84267,2475.109475,2484.586748,2480.458387,2460.111876,2490.616997,2536.109475,2703.685179,2825.116677,2924.90749,2964.334027,2940.003841,2975.915813,3163.354033,3168.759763,3218.461268,3152.637164,3156.984795,3284.028809,3237.829385,3194.004962,3031.84299,3074.361716,3073.830826,3060.238956,3027.960627,2993.239757,2825.555378,1.65
704.3689181,731.7080666,758.6597311,787.2634443,839.8487516,846.0208067,875.7367157,906.2791293,1249.229834,1332.379481,1436.145647,1456.369558,1497.772247,1520.974232,1544.293854,1553.856914,1558.860275,1584.34251,1736.391005,1780.2492,1809.850352,1838.497279,1956.896767,1991.110435,2016.507202,2099.800096,2118.011844,2272.166453,2288.28073,2356.663732,2459.567862,2479.382202,2529.414052,2545.286172,2561.324584,2578.684699,2659.011524,2675.24984,2778.176697,2798.367638,2821.263924,2803.107234,2779.779289,2738.023367,2780.721031,2832.041293,2992.247279,3108.959187,3188.581306,3208.444462,3185.53281,3194.548175,3450.987196,3394.421575,3370.654609,3260.50112,3237.887804,3330.169334,3259.889725,3179.911492,2744.923816,2900.826504,2828.101152,2698.240557,2815.34299,2819.956306,2690.238636,6.825
487.6106979,511.7958538,532.4635227,550.4722266,589.6515271,598.3236272,620.0210476,642.9493591,919.4203197,977.7235322,1080.800918,1086.082608,1108.928786,1125.047634,1145.12043,1154.111094,1158.441051,1176.889065,1303.295142,1348.050483,1382.627789,1416.561798,1489.456401,1521.81975,1541.581738,1647.515904,1667.398323,1739.707074,1748.694888,1867.909005,2006.778604,2023.110777,2031.541541,2050.51543,2072.221238,2095.844279,2212.7047,2221.540117,2300.556892,2311.043994,2331.979269,2356.079443,2348.592499,2314.280582,2352.423168,2400.501503,2514.61592,2660.668777,2721.428865,2744.55436,2808.472227,2818.706124,2981.065675,2976.484887,3059.105871,2954.169647,2927.405444,2983.642981,2945.370787,2870.006172,2407.307327,2515.863428,2477.060294,2404.476658,2491.67843,2483.979427,2270.124387,2.175
566.8706786,591.1867798,612.9809539,637.7288732,697.7752881,712.9006082,726.896927,736.6035531,1046.889245,1095.684859,1190.753041,1196.549136,1212.180218,1228.073944,1238.965269,1246.810339,1254.93822,1287.963988,1397.479033,1434.422215,1465.608195,1491.184379,1574.142606,1598.853873,1622.081146,1696.8129,1714.259443,1829.202785,1850.62484,1902.37372,1984.940301,2001.698784,2052.039373,2057.00144,2063.546895,2074.49888,2148.270967,2159.783131,2188.055218,2204.888444,2198.00048,2177.31386,2152.085467,2121.832106,2156.746799,2195.885243,2327.899968,2452.979834,2509.814821,2528.020166,2568.334667,2591.786812,2688.558099,2669.78137,2658.107394,2543.353393,2546.452625,2636.840589,2568.997119,2464.600672,1921.560339,1984.90653,1976.101633,1957.15493,1979.252081,1944.815621,1846.057298,5.2
527.193385,554.4427916,577.5780978,590.1050799,645.6304795,669.2962494,682.4269663,696.013768,975.040671,1023.827504,1116.146859,1130.045735,1164.151132,1181.084032,1198.782877,1219.101915,1242.766419,1276.730179,1386.169331,1415.25542,1433.182624,1451.523659,1535.415256,1556.222662,1573.516537,1687.047318,1703.708182,1829.978478,1854.964551,1932.211426,2020.106662,2037.357493,2073.237379,2084.219022,2095.084824,2108.078968,2207.367305,2227.793955,2309.889856,2334.491059,2353.109353,2361.648995,2347.985282,2310.432505,2346.514164,2386.451654,2539.802342,2644.392784,2710.181674,2727.469378,2758.72464,2780.011078,2979.916917,2935.962178,2949.979585,2849.431556,2850.527299,2936.384238,2930.38946,2862.215699,2339.014559,2568.355436,2489.782877,2334.263491,2492.348473,2490.405444,2291.948568,3.275
483.7092532,505.9767857,525.6113636,544.7061688,591.5219156,604.0175325,623.3728896,643.5055195,917.825974,976.8887987,1085.021104,1103.578247,1113.026948,1125.866071,1142.131818,1152.611688,1162.689123,1193.943019,1328.224838,1366.305195,1395.525162,1423.273701,1525.230844,1566.322078,1579.077597,1685.124351,1706.618182,1820.636688,1830.969968,1924.19026,2037.037338,2057.117857,2095.203084,2126.797403,2158.234091,2190.679383,2243.563799,2261.152597,2326.33961,2322.943669,2348.286201,2358.609253,2347.069156,2320.425325,2361.643019,2404.263474,2500.414123,2665.717045,2736.140909,2765.250974,2821.643831,2851.926786,2993.239935,2977.493506,3047.786851,2894.239448,2881.875162,2941.374513,2916.404383,2819.192532,2231.159091,2503.607305,2478.27711,2423.913312,2422.908929,2383.519318,2257.257792,1.675
801.6600512,827.403009,852.0934699,875.9322983,967.1056338,998.759443,1021.988316,1046.93886,1445.888284,1501.101793,1712.699584,1737.363316,1785.517446,1802.198143,1821.011844,1841.631562,1862.09491,1902.737356,2032.37404,2082.791133,2127.823303,2162.571383,2265.9992,2302.384923,2330.944782,2407.584987,2432.007042,2532.238796,2555.15493,2630.867958,2674.841069,2683.602913,2690.927657,2709.320743,2726.601312,2754.991357,2805.525288,2828.585627,2836.534731,2847.542734,2875.551056,2847.036972,2800.164373,2736.553777,2776.165333,2819.262324,2903.441421,3035.129001,3055.478233,3087.552017,3115.560819,3103.091709,3263.8742,3219.909571,3221.068822,2998.578425,3020.321863,3048.914693,2994.204545,2866.271287,2315.828585,2449.24856,2388.097471,2344.121639,2494.231274,2421.319942,2273.244878,11.2
442.2664853,473.5049616,501.040653,513.3300256,556.0222471,572.600032,589.6722151,605.9772727,863.8847631,904.4210948,1016.982714,1034.588988,1042.508483,1051.15717,1065.433739,1081.512964,1098.371959,1132.321383,1281.832106,1319.31242,1339.888604,1360.786012,1430.318182,1456.977913,1480.786972,1563.24872,1582.716069,1694.197503,1712.34395,1806.957266,1914.053137,1912.538732,1949.90477,1971.507522,1995.24952,2020.477433,2113.042093,2126.300736,2201.080506,2211.878521,2228.34331,2240.641485,2225.658291,2185.066421,2222.8113,2268.589789,2389.482875,2512.041773,2571.65749,2587.831786,2613.753681,2639.298335,2717.140205,2720.240077,2765.637164,2682.754161,2672.392446,2754.31322,2746.892766,2656.976152,2288.080186,2258.457106,2256.060019,2245.331466,2266.822343,2227.123399,2015.008163,2.125
423.6983766,449.1090909,469.0074675,487.1056818,530.8021104,540.3186688,555.8345779,572.9034091,830.2318182,885.2118506,982.4996753,989.4797078,1002.860552,1012.368182,1025.790747,1038.433604,1052.444318,1080.496916,1188.92289,1222.891721,1249.832468,1276.120617,1349.58961,1385.728409,1408.921104,1481.683929,1503.564935,1630.769156,1637.078571,1724.740422,1825.496266,1853.000487,1889.76737,1909.467695,1935.804708,1965.588799,2031.514286,2041.849513,2101.91737,2118.217045,2135.671266,2153.75763,2144.973377,2117.77711,2138.176623,2164.299675,2282.11039,2399.108442,2489.568344,2516.936039,2545.839773,2582.50487,2662.839935,2673.984578,2694.887013,2579.501786,2560.873701,2656.01461,2646.200812,2544.832143,2006.527435,2044.153734,2062.310877,2078.528896,2061.610714,2013.571104,1823.953409,1.9
412.7080666,443.981274,467.6731754,472.7419974,502.6296415,516.7677657,531.9220551,547.1024328,788.0817862,829.7903329,925.8497119,938.6800576,960.2663252,973.2978553,987.8974072,1000.987036,1013.081786,1041.785371,1169.332746,1204.118118,1227.738476,1251.101472,1330.449744,1360.547215,1381.103393,1467.761364,1491.870999,1611.552017,1626.776408,1728.915493,1845.262644,1863.417894,1909.948143,1931.514885,1954.024648,1979.940301,2062.434859,2079.620679,2160.003841,2172.109955,2209.618118,2210.464149,2196.34507,2170.419654,2209.965909,2254.008163,2388.065141,2514.24872,2609.631722,2635.814821,2655.841549,2678.623399,2793.326344,2793.432138,2834.690941,2727.664533,2739.090749,2820.759443,2807.464789,2706.72007,2252.646767,2316.0,2300.236396,2266.783451,2359.996159,2355.03249,2246.21895,1.7
1272.621591,1311.322565,1346.945455,1375.083604,1433.433442,1443.418019,1486.731656,1534.139286,1957.525487,2089.124675,2217.840747,2254.072078,2277.984578,2308.123539,2353.299513,2371.943994,2375.120779,2392.911039,2496.319156,2548.923539,2605.212662,2661.041071,2773.690747,2814.297727,2824.381331,2892.671753,2904.044968,3018.508279,3017.798377,3032.888149,3029.198539,3040.82711,3089.014935,3093.210552,3094.743669,3099.330195,3113.943669,3126.989448,3135.959578,3136.890584,3118.081818,3078.756331,3042.718344,2966.57711,2981.808279,3009.770292,3111.704708,3176.548214,3205.756656,3219.867208,3208.89789,3200.043669,3369.320617,3306.187338,3264.064286,3094.38539,3056.193831,3169.254058,2985.053247,2872.048701,2319.476786,2368.489448,2337.820455,2286.278896,2229.250325,2174.693344,1992.778571,6.45
511.0473752,510.5680218,518.6854994,537.9321383,587.2752881,600.9090909,624.6192382,648.6016325,939.8725992,987.8145006,1089.274968,1105.159411,1131.014085,1148.788572,1167.669654,1172.737836,1174.148367,1205.404449,1341.441101,1386.965589,1429.590429,1464.71719,1508.974872,1533.40701,1555.150448,1682.474872,1700.236556,1827.706306,1849.042574,1936.682458,2044.916453,2089.604513,2113.464629,2132.920775,2153.011844,2174.067222,2292.107554,2296.215109,2356.253841,2381.151889,2466.254481,2398.321543,2388.830666,2380.357554,2434.509283,2489.525128,2592.076024,2690.353393,2821.283611,2854.118438,2872.984315,2874.691581,3120.098111,3106.011684,3085.954225,2932.556498,2955.558259,3095.180058,3019.330186,2899.372119,2351.990717,2610.565301,2564.304097,2487.828745,2645.235595,2614.820102,2487.637484,1.325
858.2660231,879.8995094,901.3313815,920.6178193,1011.122646,1047.689508,1074.011711,1100.085298,1475.664979,1515.009337,1685.504194,1714.862636,1772.161734,1781.251622,1788.128501,1794.551828,1802.135306,1843.41937,1986.399747,2019.150657,2050.354961,2082.885108,2191.388353,2208.099066,2238.24545,2344.780187,2360.290552,2489.555784,2505.161418,2576.246716,2650.558474,2663.437411,2697.059345,2704.14037,2713.240703,2725.697737,2801.884317,2810.452762,2852.637759,2859.094002,2887.188479,2854.487577,2823.502611,2781.590125,2801.883684,2822.562906,2940.292293,3090.334388,3113.329166,3123.40671,3148.7373,3163.605317,3295.461782,3297.977053,3303.338661,3143.844596,3220.807406,3149.24007,3110.781295,2970.435987,2447.335813,2631.371103,2635.849502,2642.945719,2631.388511,2519.689983,2341.686976,8.125
553.136414,578.2362716,598.1235955,607.7018516,664.7711663,689.5057762,705.8732394,722.303529,1027.259535,1049.770375,1168.829562,1186.653743,1240.360342,1251.238329,1258.022947,1264.321728,1268.972939,1297.487102,1428.726064,1467.938281,1503.25906,1538.752492,1629.887957,1632.948093,1654.745213,1763.506409,1788.545656,1931.094319,1959.955847,2065.27805,2183.772116,2202.151765,2263.39579,2254.15398,2244.319196,2241.146542,2326.941605,2332.956955,2465.810888,2497.391676,2483.747745,2476.70106,2454.923564,2420.238962,2469.393733,2520.61054,2674.082292,2752.752967,2795.355278,2831.032917,2913.263966,2918.314607,3155.713088,3106.927995,3143.885108,2998.030226,2971.305903,3109.344833,2943.563539,2827.758506,2233.287545,2457.743472,2418.213958,2355.463364,2487.648046,2445.198133,2296.256686,2.15
725.1309219,737.6888604,752.5396927,767.5208067,823.3758003,844.9639885,862.1478873,879.246959,1167.126921,1211.68854,1322.774328,1338.725032,1338.972791,1356.378841,1378.154609,1381.213668,1384.135403,1405.757843,1515.887004,1543.990877,1567.795935,1589.396447,1678.431018,1705.070102,1709.850512,1767.7492,1790.424136,1866.907971,1880.486236,1955.15621,2019.110915,2046.03009,2018.685499,2036.454706,2054.128681,2072.337548,2108.548175,2111.836268,2163.912772,2162.557458,2162.103873,2143.768726,2113.425896,2056.213508,2084.977753,2113.34283,2225.910051,2337.403329,2377.850832,2402.328905,2455.783771,2467.349072,2560.091549,2560.110915,2572.163732,2420.011204,2425.803457,2528.058579,2439.741677,2279.87596,1830.118118,1830.473431,1814.634283,1794.925576,1774.997279,1667.895807,1447.350352,10.2
513.9181833,555.1221712,589.8971356,608.9417629,661.0033233,675.8518753,704.2263016,733.4594081,1047.487261,1097.909321,1235.58696,1251.294034,1278.31065,1291.772116,1305.620826,1317.577781,1330.137205,1353.373002,1445.720684,1484.65944,1521.887957,1556.745846,1641.98639,1667.669251,1689.056813,1750.1304,1771.981801,1907.072322,1928.979585,2039.00902,2111.119481,2110.299414,2134.567337,2137.290711,2138.69932,2142.777022,2240.70106,2242.48457,2325.211426,2349.052856,2363.287387,2350.699636,2334.272511,2307.336762,2335.265865,2369.354645,2481.354961,2565.530938,2634.896819,2657.932584,2695.151606,2699.648046,2851.560057,2807.862478,2789.925779,2667.145751,2647.26634,2764.237221,2710.459566,2640.009179,2166.019307,2261.772749,2225.178193,2160.409084,2215.902516,2222.793796,2189.765469,3.475
