variant,algo_seed,split_seed,cv_seed,train_r2,train_rmse,test_r2,test_rmse,n_selected,selected_feature_names,elapsed_sec,status,error_msg
λ=0.1,0,42,42,0.5303484925216311,2.0124346006595197,0.39065498019180755,2.453174719637834,2,"b25,b28",9.127013921737671,success,
λ=0.1,1,42,42,0.43912611298452753,2.1992091095339785,0.3232254107936685,2.5853471671108705,3,"b48,b100,b28",6.525237083435059,success,
λ=0.1,2,42,42,0.40553666675009825,2.264104414842267,0.31709678644680395,2.597026766616378,1,b25,5.839787006378174,success,
λ=0.1,3,42,42,0.5672200443160715,1.9318236763092533,0.20699662285079323,2.7985583474738984,3,"b22,b23,b38",6.756291151046753,success,
λ=0.1,4,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,5.996898174285889,success,
λ=0.1,5,42,42,0.5686333273468629,1.9286668223785906,0.31467314230998533,2.6016311481904557,3,"b53,b24,b29",6.101390838623047,success,
λ=0.1,6,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,5.450943231582642,success,
λ=0.1,7,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,6.010211229324341,success,
λ=0.1,8,42,42,0.40553666675009825,2.264104414842267,0.31709678644680395,2.597026766616378,1,b25,6.357562303543091,success,
λ=0.1,9,42,42,0.48227001399860436,2.112932265433685,0.3074376946139087,2.615328657770466,3,"b49,b25,b38",6.663772821426392,success,
λ=0.1,10,42,42,0.39757470902036285,2.279216149447897,0.3131243866044857,2.60456917490012,1,b23,6.0328991413116455,success,
λ=0.1,11,42,42,0.43433516348870227,2.2085818896745297,0.3124412040750626,2.6058641356506036,3,"b53,b106,b38",6.16478419303894,success,
λ=0.1,12,42,42,0.39757470902036285,2.279216149447897,0.3131243866044857,2.60456917490012,1,b23,6.005289793014526,success,
λ=0.1,13,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,5.989903688430786,success,
λ=0.1,14,42,42,0.4458884089309313,2.1859112885452547,0.3287516916116183,2.5747700557384015,2,"b49,b46",6.306742906570435,success,
λ=0.1,15,42,42,0.5233264481160316,2.0274233469290834,0.36038441889813333,2.5133696408325332,20,"b49,b80,b68,b65,b70,b43,b82,b96,b105,b99,b20,b14,b22,b23,b24,b54,b34,b30,b40,b39",5.940755844116211,success,
λ=0.1,16,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,6.176144123077393,success,
λ=0.1,17,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,6.031414985656738,success,
λ=0.1,18,42,42,0.43790945233819834,2.2015931050875013,0.32250052616323255,2.586731362749164,3,"b49,b103,b29",5.964217901229858,success,
λ=0.1,19,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,5.559027194976807,success,
λ=0.2,0,42,42,0.5527925769444926,1.9637600344880373,0.3249099697864116,2.582127569788792,3,"b21,b23,b35",5.898092031478882,success,
λ=0.2,1,42,42,0.43912611298452753,2.1992091095339785,0.3232254107936685,2.5853471671108705,3,"b48,b100,b28",6.2503440380096436,success,
λ=0.2,2,42,42,0.40553666675009825,2.264104414842267,0.31709678644680395,2.597026766616378,1,b25,5.658186912536621,success,
λ=0.2,3,42,42,0.4187403172635876,2.238819163503917,0.30274463107579197,2.6241749236386926,2,"b106,b50",6.188246965408325,success,
λ=0.2,4,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,5.855025768280029,success,
λ=0.2,5,42,42,0.5686333273468629,1.9286668223785906,0.31467314230998533,2.6016311481904557,3,"b53,b24,b29",6.096130609512329,success,
λ=0.2,6,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,5.648437976837158,success,
λ=0.2,7,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,5.6028831005096436,success,
λ=0.2,8,42,42,0.4346490597935214,2.2079690162448893,0.3156091321862897,2.599853943345571,3,"b63,b106,b31",6.574627161026001,success,
λ=0.2,9,42,42,0.48500584537376124,2.1073422055558413,0.32850064524335965,2.5752514917716716,2,"b25,b47",6.009408950805664,success,
λ=0.2,10,42,42,0.39757470902036285,2.279216149447897,0.3131243866044857,2.60456917490012,1,b23,5.68768310546875,success,
λ=0.2,11,42,42,0.43433516348870227,2.2085818896745297,0.3124412040750626,2.6058641356506036,3,"b53,b106,b38",6.084740877151489,success,
λ=0.2,12,42,42,0.39757470902036285,2.279216149447897,0.3131243866044857,2.60456917490012,1,b23,5.994584798812866,success,
λ=0.2,13,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,5.992094993591309,success,
λ=0.2,14,42,42,0.4458884089309313,2.1859112885452547,0.3287516916116183,2.5747700557384015,2,"b49,b46",6.37040901184082,success,
λ=0.2,15,42,42,0.6604329449829955,1.7111839158436284,0.31494987759877213,2.6011058252485126,10,"b49,b54,b67,b82,b96,b99,b20,b14,b24,b30",5.921622037887573,success,
λ=0.2,16,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,6.209414958953857,success,
λ=0.2,17,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,6.192337989807129,success,
λ=0.2,18,42,42,0.43790945233819834,2.2015931050875013,0.32250052616323255,2.586731362749164,3,"b49,b103,b29",5.939723968505859,success,
λ=0.2,19,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,6.002936124801636,success,
λ=0.3,0,42,42,0.5527925769444926,1.9637600344880373,0.3249099697864116,2.582127569788792,3,"b21,b23,b35",5.781230926513672,success,
λ=0.3,1,42,42,0.43912611298452753,2.1992091095339785,0.3232254107936685,2.5853471671108705,3,"b48,b100,b28",6.293542146682739,success,
λ=0.3,2,42,42,0.40553666675009825,2.264104414842267,0.31709678644680395,2.597026766616378,1,b25,5.852544069290161,success,
λ=0.3,3,42,42,0.3691725372053215,2.332325772630403,0.2905585829705779,2.647007165930165,1,b15,5.872560024261475,success,
λ=0.3,4,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,5.858717918395996,success,
λ=0.3,5,42,42,0.5686333273468629,1.9286668223785906,0.31467314230998533,2.6016311481904557,3,"b53,b24,b29",6.103341102600098,success,
λ=0.3,6,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,5.77079701423645,success,
λ=0.3,7,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,5.968050003051758,success,
λ=0.3,8,42,42,0.40553666675009825,2.264104414842267,0.31709678644680395,2.597026766616378,1,b25,6.1984028816223145,success,
λ=0.3,9,42,42,0.42545236273992015,2.225855345711291,0.30097671991222263,2.6274996532116726,2,"b104,b39",6.44234299659729,success,
λ=0.3,10,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,5.703804969787598,success,
λ=0.3,11,42,42,0.43433516348870227,2.2085818896745297,0.3124412040750626,2.6058641356506036,3,"b53,b106,b38",6.0852370262146,success,
λ=0.3,12,42,42,0.39757470902036285,2.279216149447897,0.3131243866044857,2.60456917490012,1,b23,5.992577075958252,success,
λ=0.3,13,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,6.035146951675415,success,
λ=0.3,14,42,42,0.4458884089309313,2.1859112885452547,0.3287516916116183,2.5747700557384015,2,"b49,b46",6.3566858768463135,success,
λ=0.3,15,42,42,0.6604329449829955,1.7111839158436284,0.31494987759877213,2.6011058252485126,10,"b49,b54,b67,b82,b96,b99,b20,b14,b24,b30",5.934265851974487,success,
λ=0.3,16,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,6.366801977157593,success,
λ=0.3,17,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,6.184376001358032,success,
λ=0.3,18,42,42,0.43790945233819834,2.2015931050875013,0.32250052616323255,2.586731362749164,3,"b49,b103,b29",5.941821813583374,success,
λ=0.3,19,42,42,0.4011958750892879,2.272355663583644,0.3150607676681524,2.600895294318467,1,b24,6.023078203201294,success,
