variant,algo_seed,split_seed,cv_seed,train_r2,train_rmse,test_r2,test_rmse,n_selected,selected_feature_names,elapsed_sec,status,error_msg
HHO,0,42,42,0.4493958212886813,2.1789821217462166,0.3339920104052705,2.5646999723838415,3,"b67,b51,b44",6.197815179824829,success,
HHO,1,42,42,0.437380171637636,2.2026294030328573,0.30362669650232355,2.62251453736351,3,"b43,b107,b38",6.149503946304321,success,
HHO,2,42,42,0.44054577007315543,2.196424079761494,0.32206253001588203,2.587567374701523,3,"b48,b100,b34",6.229000091552734,success,
HHO,3,42,42,0.44540769683773807,2.1868592620276917,0.3246939228099568,2.5825407118911987,6,"b47,b72,b83,b50,b48,b38",6.1615517139434814,success,
HHO,4,42,42,0.43754718421412175,2.202302455690013,0.3092408865376879,2.611921734561374,3,"b44,b106,b38",6.661190986633301,success,
HHO,5,42,42,0.4911171982495136,2.0948011431679547,0.34303502994142565,2.5472287870220613,4,"b53,b71,b15,b28",6.438327074050903,success,
HHO,6,42,42,0.5096953883636839,2.0562073368527294,0.3503170482055914,2.5330722832607995,6,"b42,b22,b95,b100,b56,b44",5.914093017578125,success,
HHO,7,42,42,0.5224421444268345,2.0293030685969597,0.3473649749344704,2.538820733066082,3,"b22,b23,b56",6.630481958389282,success,
HHO,8,42,42,0.43834072830516657,2.200748333369632,0.32121089781339307,2.589192129321532,4,"b49,b69,b101,b27",6.111048221588135,success,
HHO,9,42,42,0.5779038493807798,1.9078297255678478,0.36599016562467146,2.502331510569637,3,"b22,b23,b32",6.557707071304321,success,
HHO,10,42,42,0.5600527100811263,1.9477546004399242,0.33671400790107076,2.5594535979926296,3,"b47,b21,b23",5.956501007080078,success,
HHO,11,42,42,0.4368808879340257,2.2036065220703387,0.3174701583675248,2.596316717646725,3,"b53,b104,b38",5.767903089523315,success,
HHO,12,42,42,0.43841902523352705,2.2005949326791314,0.3210064015485671,2.589582118086111,3,"b53,b103,b40",6.053504943847656,success,
HHO,13,42,42,0.4361006691817295,2.205132575770689,0.3153821143879011,2.600285103527307,3,"b65,b107,b32",6.103327989578247,success,
HHO,14,42,42,0.44450375884179805,2.188640733142203,0.32542649320113237,2.5811395648542224,13,"b48,b72,b43,b45,b44,b95,b102,b99,b53,b28,b35,b40,b29",6.609186887741089,success,
HHO,15,42,42,0.4179147889024467,2.2404084298940723,0.2849421913710797,2.657464210666513,3,"b107,b94,b51",5.959702968597412,success,
HHO,16,42,42,0.4327405110778001,2.2116927793389327,0.3230667093620724,2.5856502770772862,3,"b49,b26,b39",6.033923864364624,success,
HHO,17,42,42,0.43445385476600984,2.2083501683963354,0.3200262654807815,2.5914504917645913,3,"b49,b105,b29",6.240097999572754,success,
HHO,18,42,42,0.4839118120068354,2.1095793955673177,0.2552255157721952,2.712122129137826,4,"b57,b71,b105,b34",6.156064987182617,success,
HHO,19,42,42,0.41670080458041026,2.242743486715712,0.3076451863377523,2.6149368520811715,3,"b17,b106,b36",5.908742904663086,success,
HHO,20,42,42,0.4363482614552313,2.2046484168955627,0.3126350192794086,2.605496827654263,3,"b53,b107,b42",5.896113872528076,success,
HHO,21,42,42,0.43811690151740645,2.201186799704633,0.31398191996174807,2.6029428233101433,5,"b49,b70,b95,b100,b32",6.5252861976623535,success,
HHO,22,42,42,0.43021214556808385,2.2166162320325826,0.313919388778674,2.6030614509309546,6,"b49,b79,b96,b97,b101,b30",6.546460866928101,success,
HHO,23,42,42,0.4349835199742056,2.207315805189334,0.31664023353201143,2.5978947388356084,3,"b53,b105,b39",6.81974983215332,success,
HHO,24,42,42,0.524799447495661,2.024288388000466,0.2626804294719258,2.698514327779812,3,"b23,b53,b42",6.447145938873291,success,
HHO,25,42,42,0.4275141311329149,2.2218580072855305,0.2980232770735225,2.633044526074682,3,"b42,b110,b29",6.098920822143555,success,
HHO,26,42,42,0.4397247872927301,2.198035083120657,0.31934194328149157,2.5927541753131234,3,"b53,b95,b40",5.96614408493042,success,
HHO,27,42,42,0.5182430121153816,2.0382053011399046,0.3057417814264809,2.6185288452228157,3,"b42,b23,b39",6.339927911758423,success,
HHO,28,42,42,0.44498575134319973,2.1876910081276155,0.3220138309333187,2.5876603109234346,4,"b48,b81,b99,b38",6.292339324951172,success,
HHO,29,42,42,0.4928317776622668,2.091269157619231,0.3648248127972541,2.5046301818017978,4,"b53,b63,b15,b30",5.991603136062622,success,
+SCI,0,42,42,0.44239041376922317,2.1928000432419843,0.3192668919073436,2.5928971137519246,5,"b62,b70,b104,b41,b40",6.353255033493042,success,
+SCI,1,42,42,0.4391544299770028,2.19915359279903,0.31527892352724474,2.600481063604571,8,"b53,b48,b72,b109,b100,b30,b33,b39",6.529502868652344,success,
+SCI,2,42,42,0.571162499594865,1.9230044683146355,0.38070488061584873,2.473122771446905,3,"b49,b23,b32",6.1907148361206055,success,
+SCI,3,42,42,0.5132110225826974,2.0488222565599865,0.34280668257871794,2.547671430441725,3,"b62,b22,b23",6.1570398807525635,success,
+SCI,4,42,42,0.5665823284748104,1.9332464560003615,0.34386050706159255,2.5456279862950506,3,"b47,b21,b22",6.200306177139282,success,
+SCI,5,42,42,0.5681517986099236,1.9297429943758886,0.3182294602162238,2.5948721385590163,3,"b91,b24,b29",5.969244956970215,success,
+SCI,6,42,42,0.4385457040279003,2.2003467187544175,0.3196915587449488,2.5920882143553694,3,"b42,b102,b31",6.498261213302612,success,
+SCI,7,42,42,0.5331446370204427,2.0064349836369435,0.34959803780044874,2.5344735834551555,4,"b53,b63,b21,b23",6.496002912521362,success,
+SCI,8,42,42,0.5210641268400156,2.0322287883713934,0.26963073125495485,2.6857655152941153,4,"b103,b108,b51,b45",6.464965105056763,success,
+SCI,9,42,42,0.43661735863800544,2.2041220852415857,0.31113532003982247,2.6083376274540107,4,"b55,b95,b99,b39",5.997265100479126,success,
+SCI,10,42,42,0.566134232429321,1.9342455572829678,0.3182591213494602,2.5948156916455085,3,"b21,b23,b42",5.9717488288879395,success,
+SCI,11,42,42,0.43439603863162946,2.208463046017534,0.32182404541035925,2.588022461454445,3,"b53,b106,b33",6.346673965454102,success,
+SCI,12,42,42,0.42458857852689724,2.227527910775622,0.3058442723789836,2.61833555588616,3,"b53,b111,b36",5.851968050003052,success,
+SCI,13,42,42,0.48570396852833775,2.1059133705917725,0.3506927985343399,2.5323396640644598,3,"b18,b50,b35",6.040374040603638,success,
+SCI,14,42,42,0.4286004758174302,2.219748916117291,0.30108377208524284,2.627298450815781,3,"b49,b109,b29",6.757766962051392,success,
+SCI,15,42,42,0.4426982080084869,2.1921947591846735,0.3259425525330003,2.580152069794277,4,"b49,b69,b99,b27",6.227626085281372,success,
+SCI,16,42,42,0.43819030095271383,2.201043023227578,0.3260762871180468,2.5798961029739678,3,"b65,b104,b54",6.331337928771973,success,
+SCI,17,42,42,0.44464522467153955,2.188362029553276,0.327332868006155,2.577489776670608,3,"b98,b53,b40",5.789310932159424,success,
+SCI,18,42,42,0.4385066740887448,2.200423196845981,0.3251378895728769,2.581691651896851,3,"b53,b103,b29",6.281641006469727,success,
+SCI,19,42,42,0.4404648611335965,2.1965828987576717,0.3165538956797943,2.5980588468054524,3,"b43,b106,b44",6.3060407638549805,success,
+SCI,20,42,42,0.4385358464302035,2.2003660346966933,0.3186158528656362,2.5941367139817935,8,"b49,b70,b107,b97,b99,b52,b28,b34",5.809970855712891,success,
