fusion_col,transform,band_name,wavelength
0,R,b49,542
19,R,b69,622
46,FD,b21,430
50,FD,b19,422
60,SNV,b96,730
76,SNV,b100,746
78,SNV,b20,426
88,SNV,b23,438
96,LOG,b52,554
108,LOG,b40,506
116,LOG,b46,530
