fusion_col,transform,band_name,wavelength
3,R,b77,654
6,R,b48,538
12,R,b47,534
24,R,b64,602
30,FD,b121,830
33,FD,b103,758
60,SNV,b96,730
69,SNV,b105,766
76,SNV,b100,746
77,SNV,b21,430
78,SNV,b20,426
89,SNV,b24,442
91,LOG,b50,546
94,LOG,b53,558
97,LOG,b55,566
103,LOG,b35,486
107,LOG,b33,478
109,LOG,b48,538
112,LOG,b39,502
