fusion_col,transform,band_name,wavelength
0,R,b49,542
4,R,b73,638
8,R,b80,666
11,R,b62,594
12,R,b47,534
22,R,b67,614
27,R,b65,606
28,R,b70,626
42,FD,b83,678
50,FD,b19,422
52,FD,b18,418
61,SNV,b95,726
66,SNV,b97,734
76,SNV,b100,746
78,SNV,b20,426
89,SNV,b24,442
97,LOG,b55,566
113,LOG,b38,498
114,LOG,b42,514
118,LOG,b45,526
