n_selected,selected_feature_names,selected_wavelengths,final_fitness
21,"b53,b73,b79,b48,b42,b72,b43,b67,b44,b84,b96,b97,b100,b21,b18,b14,b24,b30,b33,b39,b38","558,638,662,538,514,634,518,614,522,682,730,734,746,430,418,402,442,558,466,478,538,502,498,514,522",0.5118869683604135
