fusion_col,transform,band_name,wavelength
0,R,b49,542
3,R,b77,654
13,R,b54,562
18,R,b43,518
28,R,b70,626
60,SNV,b96,730
64,SNV,b103,758
69,SNV,b105,766
75,SNV,b99,742
84,SNV,b15,406
88,SNV,b23,438
96,LOG,b52,554
97,LOG,b55,566
98,LOG,b49,542
102,LOG,b31,470
104,LOG,b34,482
113,LOG,b38,498
