fusion_col,transform,band_name,wavelength
0,R,b49,542
2,R,b53,558
4,R,b73,638
9,R,b42,514
17,R,b72,634
19,R,b69,622
27,R,b65,606
42,FD,b83,678
45,FD,b111,790
67,SNV,b94,722
100,LOG,b36,490
102,LOG,b31,470
108,LOG,b40,506
109,LOG,b48,538
113,LOG,b38,498
117,LOG,b43,518
118,LOG,b45,526
