variant,algo_seed,split_seed,cv_seed,train_r2,train_rmse,test_r2,test_rmse,n_selected,selected_feature_names,elapsed_sec,status,error_msg
HHO,0,42,42,0.4815992889606012,2.11430048623495,0.3391718456549401,2.5547071083774324,3,"b48,b25,b34",5.520801782608032,success,
HHO,1,42,42,0.43603506532714986,2.2052608442235795,0.30301898083877843,2.623658604486907,3,"b47,b107,b38",4.635384798049927,success,
HHO,2,42,42,0.44222834021489954,2.193118697265234,0.31940663086860144,2.592630968810993,10,"b48,b68,b56,b96,b99,b100,b41,b30,b40,b39",4.763427019119263,success,
HHO,3,42,42,0.5222068739260579,2.0298028785734608,0.3691328421590526,2.4961219949885196,3,"b14,b24,b44",4.7976720333099365,success,
HHO,4,42,42,0.48258268567412943,2.112294139512271,0.33537168482246826,2.562042132371067,4,"b53,b63,b23,b38",5.232558727264404,success,
HHO,5,42,42,0.48726605386613575,2.102712764415095,0.3549662974746458,2.523992447059758,4,"b53,b72,b15,b28",4.949098110198975,success,
HHO,6,42,42,0.4400040923953118,2.1974871390640858,0.3303552256986131,2.5716928038382245,9,"b79,b66,b105,b21,b23,b56,b53,b42,b44",4.476930141448975,success,
HHO,7,42,42,0.4096952288829244,2.2561712568395214,0.3104117475413354,2.6097071460880152,3,"b96,b16,b23",5.026190757751465,success,
HHO,8,42,42,0.43284810449708033,2.211483020949677,0.31108726809838905,2.6084285985147497,3,"b57,b106,b38",4.616661071777344,success,
HHO,9,42,42,0.41949056486017955,2.2373738447461826,0.302526151743844,2.6245860234343303,3,"b27,b95,b100",5.0703959465026855,success,
HHO,10,42,42,0.5600527100811263,1.9477546004399242,0.33671400790107076,2.5594535979926296,3,"b47,b21,b23",4.617447137832642,success,
HHO,11,42,42,0.4368808879340257,2.2036065220703387,0.3174701583675248,2.596316717646725,3,"b53,b104,b38",4.671057939529419,success,
HHO,12,42,42,0.5129956777366972,2.0492753836334114,0.3711347937544841,2.492158334787946,3,"b44,b17,b33",5.059437990188599,success,
HHO,13,42,42,0.5925167202316444,1.8745145334423396,0.3236789573984139,2.5844807250433823,3,"b22,b23,b29",4.659925937652588,success,
HHO,14,42,42,0.4680180669807483,2.141816978662976,0.31772791596758865,2.595826421457406,3,"b26,b53,b39",4.9143853187561035,success,
HHO,15,42,42,0.4084913895870267,2.2584706489550133,0.2983997065443572,2.632338456745222,3,"b95,b103,b23",4.709391117095947,success,
HHO,16,42,42,0.4327405110778001,2.2116927793389327,0.3230667093620724,2.5856502770772862,3,"b49,b26,b39",4.643764019012451,success,
HHO,17,42,42,0.43617944450583224,2.204978544642268,0.3198514804429028,2.591783532326298,3,"b49,b105,b47",4.784528017044067,success,
HHO,18,42,42,0.4839118120068354,2.1095793955673177,0.2552255157721952,2.712122129137826,4,"b57,b71,b105,b34",4.799566745758057,success,
HHO,19,42,42,0.41670080458041026,2.242743486715712,0.3076451863377523,2.6149368520811715,3,"b17,b106,b36",4.462302923202515,success,
HHO,20,42,42,0.42969014044477216,2.2176313643568832,0.2976769988359139,2.6336938735349853,3,"b47,b109,b41",4.761513948440552,success,
HHO,21,42,42,0.43811690151740645,2.201186799704633,0.31398191996174807,2.6029428233101433,5,"b49,b70,b95,b100,b32",5.153998136520386,success,
HHO,22,42,42,0.4248060606344103,2.2271069135286865,0.2999459215758653,2.6294362300082197,3,"b49,b111,b37",4.970498085021973,success,
HHO,23,42,42,0.47674929193946947,2.124167832332989,0.31638154367678395,2.598386416467852,7,"b81,b46,b29,b22,b24,b39,b38",5.520589828491211,success,
HHO,24,42,42,0.5170056969975401,2.040821023482351,0.3411380642420999,2.550903657691011,3,"b43,b23,b42",5.047391891479492,success,
HHO,25,42,42,0.43471929090400796,2.2078318687484737,0.3143749099674963,2.6021971599778104,3,"b42,b106,b29",4.525206804275513,success,
HHO,26,42,42,0.4397247872927301,2.198035083120657,0.31934194328149157,2.5927541753131234,3,"b53,b95,b40",4.61982798576355,success,
HHO,27,42,42,0.5182430121153816,2.0382053011399046,0.3057417814264809,2.6185288452228157,3,"b42,b23,b39",4.736019849777222,success,
HHO,28,42,42,0.4842269654036703,2.108935181403422,0.29678613780891006,2.6353636975833474,3,"b69,b98,b23",5.027323007583618,success,
HHO,29,42,42,0.43464301913051206,2.2079808120695588,0.30976087248008055,2.6109384552589634,3,"b53,b107,b37",4.834635019302368,success,
+SCI,0,42,42,0.5088604209274239,2.0579574079435856,0.32680434033788,2.5785021698072175,3,"b42,b23,b41",5.439215183258057,success,
+SCI,1,42,42,0.43426694825877765,2.2087150554379447,0.3092167964057103,2.6119672793753974,4,"b48,b72,b109,b28",5.585768938064575,success,
+SCI,2,42,42,0.40341991130093724,2.2681318260846077,0.3161114078890723,2.59889974947323,2,"b25,b24",5.3876869678497314,success,
+SCI,3,42,42,0.5628575251844358,1.9415358706232708,0.22907065586217956,2.7593331336215208,3,"b22,b23,b39",5.138218879699707,success,
+SCI,4,42,42,0.553515810714129,1.9621714738090779,0.41167092278012807,2.410499269380783,3,"b21,b22,b28",5.334773063659668,success,
+SCI,5,42,42,0.44770010771104474,2.1823348833448724,0.3294805985190864,2.5733717077451974,4,"b46,b82,b51,b45",4.905375003814697,success,
+SCI,6,42,42,0.44113658303124403,2.1952640039923175,0.3192734041723614,2.5928847111866955,3,"b42,b100,b31",4.993862867355347,success,
