variant,run,train_r2,train_rmse,train_mae,test_r2,test_rmse,test_mae,n_selected,elapsed_sec
MSHHO_I1,19,0.5724505148051076,2.066567475297996,1.6750463132454876,-0.04895723922375672,2.6801861366230146,2.018895857315196,12,6.222428798675537
MSHHO_I1,20,0.4767896910663295,2.126383337450346,1.640243786732174,0.39982365494720984,2.425266730421703,1.9780001885077714,2,5.127992153167725
MSHHO_I1,21,0.3172667560233663,2.4886457981374606,1.9825832578491447,0.4889270664997222,2.1372774302798065,1.7834393465801055,25,6.304431676864624
MSHHO_I1,22,0.39275730309692325,2.216776903898437,1.781529114550409,0.4201542511364771,2.540828593855095,1.977764263632057,57,6.801023006439209
MSHHO_I1,23,0.4396909893255937,2.2029290772744328,1.7137364117595233,0.384387528439046,2.444819353503057,2.0278868499163742,6,5.280576944351196
MSHHO_I1,24,0.5936091142128826,1.9920413018568865,1.489600925753093,-0.05912627215198585,2.773105176967303,1.9482880721920277,2,4.37440299987793
MSHHO_I1,25,0.7247742983548446,1.5845780399556748,1.1622976706760433,-0.3733418214387556,3.47846986469004,2.635443109061515,24,6.405489921569824
MSHHO_I1,26,0.3609359079080169,2.419355872459372,1.9310970870181172,0.4838030569426618,2.1247413043877206,1.806440429119267,5,5.715249300003052
MSHHO_I1,27,0.4260434565700165,2.2838514706321447,1.8153537468949497,0.2652958918369094,2.5559367657944625,2.056027894273083,7,5.271237134933472
MSHHO_I1,28,0.435542715035939,2.181371646149299,1.7196296051798838,0.3155644522021709,2.6575795058520657,2.0696360155429,9,5.672565937042236
MSHHO_I1,29,0.5245829395848758,2.1649472722373226,1.6727426963540388,-0.008112848934413996,2.6458983272662246,1.9952206152547867,6,5.579402923583984
MSHHO_I2,0,0.5620774939739361,2.0793375592146446,1.621011476035228,0.06457169314038014,2.5734246131706713,1.9287022488495988,4,5.651100158691406
MSHHO_I2,1,0.41812315025218594,2.3335404707233853,1.8790258526940284,0.35199882738518584,2.3082632946750796,1.9488345140212546,5,6.041489124298096
MSHHO_I2,2,0.3409223222302157,2.363141640099474,1.9072574827123825,0.34762519054787033,2.589820329165981,1.782072925312848,1,3.909853935241699
MSHHO_I2,3,0.3157804752194203,2.614732022887629,2.095442769608047,0.4850180996192591,1.8441163234088207,1.5134419009011197,9,5.654258966445923
MSHHO_I2,4,0.4009633552200288,2.356365748793063,1.8361957553819133,0.41508226183072416,2.2129484554135956,1.733575097924772,7,5.162014961242676
MSHHO_I2,5,0.6427289218567632,1.74382735599293,1.3369608065740155,0.09210218313491747,3.033106113498883,2.47002797792455,9,5.610396862030029
MSHHO_I2,6,0.5383813898185277,1.9882862567384239,1.5325410326377444,0.04883057224414511,3.0933018614168226,2.314795239017639,2,4.92663311958313
MSHHO_I2,7,0.4630303720897959,2.3038136554157167,1.7493523198611898,0.41149942132018946,2.006626933961868,1.6168654572393197,2,4.665287971496582
MSHHO_I2,8,0.7538036609583433,1.5552414853556926,1.240946331926768,-0.13895831719338902,2.83000932726839,2.428442645905637,9,5.801087141036987
MSHHO_I2,9,0.5573257506590523,2.034484818501581,1.5490529354401008,0.16524595186663305,2.6187492410378903,2.19384287300779,6,5.715473890304565
MSHHO_I2,10,0.5392301260804891,2.006293888770912,1.5291751933689341,0.3817508772766569,2.447475186569177,1.9849435940095987,2,4.079235792160034
MSHHO_I2,11,0.6553282473024074,1.7326977060512914,1.3535917528990056,0.07804563416666421,2.994099033988185,1.9180322404820098,20,6.04496693611145
MSHHO_I2,12,0.3690023198604787,2.328280466306538,1.7906660591382522,0.3827926751001651,2.4801670319057196,2.073891406488522,3,4.842176914215088
MSHHO_I2,13,0.33983906242753903,2.451752960227744,1.9655060474012322,0.4522903195225827,2.191842742004203,1.8108831204638907,10,5.974122047424316
MSHHO_I2,14,0.3328575066811771,2.317613618984509,1.9170520369022561,0.3909485834220259,2.6145648961153305,2.050132914902808,1,3.7915759086608887
MSHHO_I2,15,0.403421221071364,2.2068328843502867,1.7657834818914016,0.370420251692154,2.6261762437140974,1.9977730354541288,2,4.60219407081604
MSHHO_I2,16,0.6300978312823924,1.7729236674926607,1.3640153327983637,0.0880888870728872,3.0450359534817215,1.7956889318303786,16,5.299313068389893
MSHHO_I2,17,0.5307779540256886,2.0550713763830655,1.5662246055389122,0.4542938672250796,2.2282497012020883,1.7337545908376495,5,5.309068918228149
MSHHO_I2,18,0.4205238669907657,2.3738681441681866,1.784727182210712,0.15258902964473886,2.467300010663751,2.0967775974942477,9,5.521557092666626
MSHHO_I2,19,0.38308744430147923,2.4823796405446186,1.9297412277754717,0.3708536225497655,2.0756872342222437,1.7409585647386194,17,5.994768142700195
MSHHO_I2,20,0.3786536916626704,2.317236045074051,1.8822180294210022,0.41913172711781455,2.3859366036992116,1.8290243666138908,5,5.4072980880737305
MSHHO_I2,21,0.2965053438054961,2.526201364675123,1.983078014426493,0.45942858020853494,2.1980926765912745,1.8478676794864115,14,6.004006862640381
MSHHO_I2,22,0.5430726029994491,1.9229342602345467,1.4877511658245308,0.4087036734511721,2.5657936143468616,2.063568958568198,10,5.219051122665405
MSHHO_I2,23,0.5449049208404426,1.985353207495556,1.5380539053638753,0.14392739571016255,2.8830247429801643,2.114838809672043,6,6.011194944381714
MSHHO_I2,24,0.6519497331638611,1.8435178389034619,1.366973519712951,-0.2908616625769316,3.0614863152096916,2.3227736846541274,10,5.98828911781311
MSHHO_I2,25,0.634025795756592,1.827234879315984,1.4000234373432305,-0.0899847166646579,3.098911165130852,2.4091853002278385,28,6.622813940048218
MSHHO_I2,26,0.34827939428499044,2.4431958013486583,1.9253052790194793,0.5775970550246562,1.9220373157332922,1.6174723488251814,6,5.965120077133179
MSHHO_I2,27,0.4594088835225313,2.21647482520784,1.751938691029387,0.2684513224978956,2.5504422004746083,2.104525995128271,6,4.756700038909912
MSHHO_I2,28,0.4232803699375105,2.204938545038733,1.7286865498743982,0.2697041725613557,2.74517096540993,2.153407901166051,10,5.925302028656006
MSHHO_I2,29,0.5598854986046177,2.0830168424617668,1.6389838971960087,0.04322657475815461,2.577645141137,1.9412433618575027,11,5.823432922363281
MSHHO_I3,0,0.4590935363513625,2.3109335156402144,1.8411789002412,0.18166206846650834,2.406980309230199,1.8264730963892997,1,4.01948094367981
MSHHO_I3,1,0.3911060382821522,2.3871001026205816,1.9453473958646708,0.27714760054200693,2.4379357908816646,2.00444884435608,4,5.787807941436768
MSHHO_I3,2,0.5522536461647864,1.947769138502121,1.518164596869642,0.1753907248092903,2.911690113329783,1.9434378663521286,11,6.054282903671265
MSHHO_I3,3,0.3448502833643763,2.558584314108855,2.0981289665146705,0.39543512602768505,1.9980841950924995,1.6729143685015133,1,4.511577129364014
MSHHO_I3,4,0.4062606645096578,2.3459238863611676,1.8379130327295052,0.43067371407405464,2.183255285596046,1.710888853272135,12,5.798022747039795
MSHHO_I3,5,0.4538870212408843,2.155985347665655,1.68280046427383,0.2127018527289386,2.824481491674322,2.183805252714774,5,5.15020489692688
MSHHO_I3,6,0.4985588650364027,2.07227427127955,1.6631242262822055,0.11470654104769262,2.9842622770496745,2.2455178648729017,1,4.162660121917725
MSHHO_I3,7,0.45202825523630097,2.327295715238197,1.750399019394931,0.42976550398805347,1.9752402795191386,1.6170599911283698,2,4.268224000930786
MSHHO_I3,8,0.6348195211634964,1.8941344975968144,1.4838773609533147,-0.00043405654420047846,2.652333834749903,2.25204724077091,5,5.698195934295654
MSHHO_I3,9,0.5319752208064603,2.0919280690234108,1.5609144543336495,0.19601753798893018,2.5700284746262514,2.158766155075508,4,4.797590017318726
MSHHO_I3,10,0.409015507958037,2.272168603467119,1.8314124112915178,0.36866184802407065,2.4732473954824234,1.9296462120659814,1,4.426302909851074
MSHHO_I3,11,0.600154629204797,1.8662335399189793,1.5117018566199136,0.013531547307883307,3.097084459810398,2.0335076145279816,56,7.030065059661865
MSHHO_I3,12,0.3615598153567622,2.3419710405080267,1.7833176645439672,0.3740597715295969,2.4976514185004235,2.0734115633189845,5,5.4007039070129395
MSHHO_I3,13,0.3262346030504236,2.4768867403126547,1.9873786728828264,0.4251401283522589,2.245510964310593,1.8614826756171676,17,5.8311607837677
MSHHO_I3,14,0.3123104018522621,2.3530326862988766,1.951083447824325,0.3499811869746352,2.701067331164012,2.13700013985519,1,4.122258186340332
MSHHO_I3,15,0.3988649719883861,2.2152439740476595,1.7900908027031806,0.379259935394925,2.6076745120371227,2.065140299305228,5,5.679244041442871
MSHHO_I3,16,0.6229484673317573,1.7899749534888305,1.3275367887809753,0.16976458907238257,2.9054726864750755,1.9561018770836625,28,6.524729013442993
MSHHO_I3,17,0.45433336604601404,2.2161614966171896,1.7564755320570842,0.23750994618329102,2.63391363907988,2.19843491075827,1,4.187713861465454
MSHHO_I3,18,0.46482172951448697,2.2813296856146232,1.7980100450988206,0.08000564048664638,2.570795328026709,2.111168398107177,1,4.182679176330566
MSHHO_I3,19,0.41547123358108096,2.4163472177761465,1.9263454790685357,0.4459937718205119,1.9477956327943524,1.5847144379208302,26,6.082924127578735
MSHHO_I3,20,0.7167096607191169,1.5646575371101283,1.2227878217559174,-0.09799302282936395,3.280347571971812,2.507521219353007,13,5.638606071472168
MSHHO_I3,21,0.3473056779470729,2.4332822120887276,1.9603554966545755,0.524897712764127,2.060691689222672,1.7334564342756689,8,5.745745897293091
MSHHO_I3,22,0.39514290887026315,2.2124182183381573,1.777781763698101,0.4222798499827971,2.5361672326405658,1.9686685049250499,66,7.0975120067596436
MSHHO_I3,23,0.4895427313083325,2.1026471953313672,1.5040521318309286,0.36347297006897894,2.4860021239998047,1.9465278540611781,3,4.571498155593872
MSHHO_I3,24,0.6283699593738985,1.904942035662936,1.4582343307687724,-0.05256767145250407,2.764505667068758,2.02180863778444,8,5.023345947265625
MSHHO_I3,25,0.8861518470473843,1.01913597839529,0.8299641222107034,-0.4151191993096808,3.5309814343899366,2.97468050260126,27,6.129000186920166
MSHHO_I3,26,0.2543101099155457,2.6134047412367414,2.048966667385459,0.4273302781316124,2.237950401522643,1.8767913757646657,1,4.169907808303833
MSHHO_I3,27,0.5901943437694643,1.9298223186432626,1.4943052663720824,0.13128279182420988,2.7792849980270806,2.2382044615131114,5,5.01622200012207
MSHHO_I3,28,0.2013074645002858,2.5948002753963797,2.058986562085968,0.08965335769051985,3.064949933175828,2.3618214453523407,1,4.14477801322937
MSHHO_I3,29,0.5241965342965034,2.1658268969220287,1.693949849619423,0.08071110054275932,2.5266470824567016,1.8441416085011773,9,6.067724227905273
MSHHO,0,0.6166981467157773,1.945345860643409,1.51062913605798,-0.24755167881182083,2.9719087382828517,2.129564417718125,5,4.36898398399353
MSHHO,1,0.48900764959106957,2.186789586950448,1.6303834410648632,0.44637983515447244,2.1335528238956476,1.7035643278440373,3,4.668100833892822
MSHHO,2,0.5785911507443933,1.8896147791405817,1.5131920852439353,0.3430975065560049,2.598791868874549,1.8390637162192474,14,5.918715000152588
MSHHO,3,0.0002928014918128774,3.1605732781151863,2.6587393890919113,-0.07093093639020331,2.659335073772001,2.378665482659002,1,4.794605016708374
MSHHO,4,0.40228174920770077,2.353771308492677,1.8440930373887447,0.41558012962986535,2.2120064508786146,1.7574067263321682,18,6.099902153015137
MSHHO,5,0.6465836376476054,1.7343944784185208,1.3518693467156486,0.052163300221695574,3.0991020598606775,2.4742717517135056,6,6.007443189620972
MSHHO,6,0.507041139362145,2.0546724354771104,1.6428305190878507,0.09172307542803437,3.02275189338039,2.2730524861248917,1,4.380022048950195
MSHHO,7,0.41124361862821235,2.4123499028384856,1.896422787620487,0.3414370470190362,2.1227157301712425,1.8712186605205332,1,4.411381006240845
MSHHO,8,0.38178693187353907,2.4644847073361835,1.955320180836355,0.41529767766245607,2.027689074408703,1.6406453655367996,18,6.100350856781006
MSHHO,9,0.6311225947075114,1.8571772323343572,1.4047487141220416,-0.45308635359723093,3.4550979161230146,2.692026455546253,18,6.181786060333252
MSHHO,10,0.3744743811155177,2.33762618171406,1.902043399884796,0.3301569065586816,2.547552161351163,1.996917721129059,1,4.553735017776489
MSHHO,11,0.5870069066683503,1.896668137799516,1.5190995223005619,0.09105163482969614,2.972905161080456,1.9904815867007382,51,6.813383102416992
MSHHO,12,0.3383563991717149,2.384149427650577,1.8107043251778714,0.3596350059514978,2.526266633035341,2.0978330919954726,14,6.05360221862793
MSHHO,13,0.3594925553962608,2.4149819424336068,1.9431384692755371,0.4845930647314155,2.126225450245373,1.7856186860037826,1,3.9994800090789795
MSHHO,14,0.3964153763452827,2.2044528593151784,1.7982403558578812,0.400479078616648,2.594027755958634,2.0114742995618826,1,4.119203090667725
MSHHO,15,0.4557179416577075,2.107888117340884,1.695031915629124,0.33194439280662136,2.7052337710661893,1.8872215968357262,4,5.576347827911377
MSHHO,16,0.662167184814255,1.6943281054239787,1.2636986093419929,0.2426937863971561,2.7749293523874208,2.006644387919824,9,6.0186240673065186
MSHHO,17,0.47793936613465526,2.16769501592737,1.7063346156030754,0.23009489850061127,2.646689767719567,2.1977400620258853,1,4.046786069869995
MSHHO,18,0.47507323790097455,2.2593742419255993,1.781669751161893,0.11242164368064689,2.5250981942720196,2.063736264195841,1,4.073880910873413
MSHHO,19,0.6159814235565559,1.9585403020559864,1.500971316757578,0.09582657658438609,2.4883526744319524,1.9525370112674432,15,6.247637033462524
MSHHO,20,0.3868086901588803,2.301979278328558,1.8687749181273607,0.39823025564366077,2.428483998857354,1.8949216536711178,5,6.123579978942871
MSHHO,21,0.30581195230469727,2.509436034048099,1.9774574395272257,0.47318790017994394,2.16993802182995,1.8204332626411004,45,6.9313952922821045
MSHHO,22,0.39664098382235435,2.2096767252489595,1.774606344330183,0.42448596727169474,2.5313202197462656,1.9662371814623558,62,7.239344120025635
MSHHO,23,0.44127994103353685,2.1998032725911716,1.6922657086329418,0.38190815327481054,2.449737653275592,1.982843210759339,2,4.78529691696167
MSHHO,24,0.6179210501926597,1.9315364788534308,1.413242892788212,-0.0063901576107947555,2.703184331395241,1.7852318645453025,4,5.42578125
MSHHO,25,0.8297287513103144,1.246349373191714,1.0119114410454546,-0.5378199988948431,3.680880130838095,3.0271002012774466,13,5.848811149597168
MSHHO,26,0.2860165455560425,2.5572407773211143,2.0031532978756474,0.4462754000991249,2.2006210120886855,1.8131479313116312,1,4.371193885803223
MSHHO,27,0.6221850874147957,1.8529679112494792,1.439943003192571,0.2669830436314119,2.5530003920006075,2.066437646565579,8,5.896619081497192
MSHHO,28,0.4045386138539926,2.240479242283756,1.7360096848148683,0.2625649524031771,2.758556441839182,2.1134705385909793,1,4.230817079544067
MSHHO,29,0.40203049050455986,2.428004359637093,1.9791161155907904,0.43835540308242094,1.9749193697187322,1.5954895703886731,10,5.946243047714233
