Sample_ID,id,Lon,Lat,EC,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b61,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,b78,b79,b80,b81,b82,b83,b84,b85,b86,b87,b88,b89,b90,b91,b92,b93,b94,b95,b96,b97,b98,b99,b100,b101,b102,b103,b104,b105,b106,b107,b108,b109,b110,b111,b112,b113,b114,b115,b116,b117,b118,b119,b120,b121,b122,b123,b124,b125,b126,b127,b128,b129,b130,b131,b132,b133,b134,b135,b136,b137,b138,b139,b140,b141,b142,b143,b144,b145,b146,b147,b148,b149,b150,b151,b152,b153,b154,b155,b156,b157,b158,b159,b160,b161,b162,b163,b164,TS
11,11,79.899725,37.278108,1.013,0,0,0,0.0,0.0,0.0,0.0,0.0,75.75896287,173.3692382,272.4412612,341.5216069,401.0380922,435.8902049,462.1117157,487.2167093,509.1523688,529.9215749,544.6534891,552.6765365,561.1478873,576.28121,592.328105,607.7327145,623.112516,658.8444302,726.5945903,794.4010883,830.8599552,836.7488796,841.7267926,851.6387644,861.824904,875.199904,890.8767606,904.0233675,906.7349552,909.7487196,918.6309219,928.7259923,940.8993278,957.8833227,975.9268566,986.1538092,991.3412292,1000.683579,1019.630442,1037.559859,1049.973431,1058.494558,1067.513124,1075.117798,1101.056178,1169.698784,1237.981114,1276.353073,1304.552977,1331.904289,1357.536492,1381.770006,1405.916293,1424.680698,1443.225672,1470.608195,1495.419174,1515.643246,1526.862036,1538.336108,1555.770967,1576.602433,1599.15685,1626.322663,1651.667734,1666.978873,1680.172855,1696.216869,1717.884123,1739.403809,1756.9371,1774.909571,1793.426216,1822.273848,1852.161652,1878.081626,1902.381562,1922.159731,1931.565941,1942.616037,1959.583707,1977.78265,1994.864117,2014.574264,2036.338988,2060.298335,2087.378841,2111.322663,2134.302337,2158.040173,2158.440461,2144.649808,2157.84363,2184.040173,2207.729994,2212.339949,2215.677657,2207.169494,2186.65781,2168.196223,2150.212708,2135.457907,2175.828585,2217.809859,2259.242958,2297.740877,2335.620359,2367.533771,2387.627881,2407.988636,2444.420935,2483.277849,2515.890205,2537.519046,2559.618918,2569.542894,2559.272567,2565.132843,2592.536812,2619.298496,2640.479033,2660.278969,2683.608995,2706.493918,2725.916133,2743.588828,2763.018566,2706.172215,2645.572983,2617.617157,2644.623079,2672.458387,2678.620198,2682.435659,2693.964149,2704.616997,2719.887484,2603.56146,2462.448464,2362.127881,2340.800576,2318.774648,2288.766165,2136.442862,2125.142926,2189.276248,2228.302497,2218.293534,2208.441101,2200.373079,2155.995679,2111.78281,2051.739277,1976.298496,1900.401408,1898.314501,4.475
37,41,79.899611,37.279283,0.677,0,0,0,0.0,0.0,0.0,0.001266023,3.628263966,96.63807564,222.9129609,346.6860263,421.3627156,474.8802026,513.2910271,543.1737617,567.328533,578.5739832,591.3907264,603.4560848,615.9547397,629.6358601,650.2174395,671.7113467,690.984966,710.0889381,749.5717677,821.1943345,892.7119797,933.7776547,940.5945561,947.7050166,948.3168223,949.3082766,960.5921823,976.9759456,993.7339769,1003.287071,1013.689508,1015.073746,1011.605001,1010.62858,1037.072796,1063.581421,1080.001741,1086.105871,1092.9511,1100.247666,1109.872923,1122.836525,1138.506409,1150.816268,1162.898402,1188.143377,1253.771958,1316.473493,1354.492166,1376.1304,1398.732394,1414.623675,1431.381864,1446.323627,1474.911537,1504.962019,1523.018199,1538.708656,1553.945245,1569.679221,1586.037981,1607.400063,1633.496281,1656.762937,1672.088463,1687.802184,1708.558949,1730.674474,1752.075803,1777.181991,1801.480772,1823.523975,1844.217439,1866.991296,1895.718152,1924.636335,1941.903466,1949.394524,1956.478082,1967.96376,1978.936541,1988.618611,1998.963127,2010.697579,2041.831302,2077.445324,2106.329008,2105.945245,2112.972464,2131.032125,2147.805507,2161.206678,2172.110777,2183.223928,2192.93116,2204.685235,2215.111885,2223.176135,2227.524767,2232.0978,2222.456718,2205.508783,2194.119639,2227.34515,2271.964077,2314.948726,2349.498338,2376.769109,2405.799177,2432.029277,2459.47286,2483.375059,2505.565912,2528.203513,2556.180725,2583.661655,2611.264124,2617.269505,2622.350688,2635.919133,2656.78984,2701.053015,2784.97642,2832.862003,2798.266814,2769.380756,2818.800443,2859.538851,2817.83605,2747.596297,2691.379174,2693.535211,2695.966767,2732.185789,2790.136097,2805.683336,2791.403228,2768.589967,2703.372844,2593.601994,2494.204146,2463.541383,2429.069631,2383.821174,2245.592024,2183.555626,2286.737617,2383.436303,2366.238329,2347.877987,2334.479348,2358.555151,2389.688875,2378.809305,2289.855357,2205.579839,2184.346257,3.9
40,44,79.900366,37.278982,0.332,0,0,0,0.0,0.0,0.044627314,1.04162051,1.923247349,89.62240861,215.6024687,340.3362874,420.5622725,478.6434562,515.6520019,542.5855357,565.536319,582.4769742,600.0775439,615.4744422,630.2225036,644.5967716,672.8963444,701.8017091,718.6630796,732.6815952,768.956797,850.8142111,932.3486311,982.1775597,987.9950942,994.1378383,1004.180567,1013.583795,1027.267289,1043.015192,1058.502453,1075.02532,1091.343251,1106.062668,1118.306219,1131.653901,1150.463839,1170.07153,1184.103339,1192.619244,1202.870707,1222.334388,1240.973572,1258.55705,1275.453711,1287.867384,1296.577781,1314.040354,1368.051116,1421.650419,1466.769742,1507.601677,1548.262542,1578.05982,1608.252255,1637.026586,1654.392942,1670.290078,1701.050324,1733.305586,1761.984966,1779.978636,1798.316664,1818.359392,1839.709289,1860.550245,1873.797753,1887.444532,1901.908372,1918.043203,1936.466688,1974.225352,2014.024371,2030.492325,2037.880994,2045.203671,2079.778129,2114.253679,2150.514955,2187.569869,2216.832568,2206.488527,2197.160468,2217.381864,2242.692356,2267.333281,2300.1812,2334.575724,2367.689983,2399.61054,2420.338661,2425.739041,2430.98101,2433.318405,2429.063934,2438.89128,2461.864694,2486.478398,2488.727805,2486.637759,2483.401171,2479.415256,2467.890014,2451.682386,2434.501978,2466.370312,2507.049691,2548.792372,2586.954581,2618.951416,2651.456243,2689.595031,2728.001899,2768.580313,2808.943978,2847.644722,2880.246875,2914.126919,2942.611014,2942.930685,2947.335021,2968.672258,2989.769109,3022.742048,3081.174869,3119.243076,3114.141953,3109.929894,3126.825289,3144.902674,3103.053331,3046.84507,3009.489318,3044.468112,3079.499921,3085.223453,3078.035923,3081.194968,3087.41937,3092.970565,3008.475866,2864.991613,2738.00633,2734.345466,2729.560373,2726.437411,2502.067416,2395.13499,2558.010603,2715.200032,2621.090995,2526.133565,2432.006014,2455.922298,2523.047318,2556.476025,2515.339294,2473.190378,2461.48188,2.175
13,13,79.900274,37.27791,0.91,0,0,0,0.0,0.0,7.446747903,52.94382022,102.1487577,265.5269821,467.9609115,670.7479031,766.2581105,820.386137,850.1492325,869.0746954,884.8751385,895.1139421,905.6252572,917.1188479,927.6137047,938.0925779,974.2813736,1011.910429,1033.929103,1055.278525,1103.694572,1192.617186,1281.43298,1325.184365,1327.118531,1326.224719,1316.881627,1306.591233,1322.054914,1346.923406,1369.943504,1379.137838,1389.170913,1408.359709,1432.763728,1452.783827,1450.632062,1447.005064,1456.628264,1476.239595,1495.818959,1507.86137,1519.500396,1541.637759,1571.631429,1590.018199,1602.892863,1629.850609,1693.966609,1756.036082,1791.520494,1816.041146,1839.873239,1858.252572,1877.053173,1896.564013,1922.644248,1949.453395,1954.356227,1957.43029,1969.722899,2001.946036,2033.778288,2052.446115,2059.294034,2069.96376,2093.677006,2116.430606,2118.019307,2117.285172,2121.382339,2150.651052,2177.814686,2206.51448,2236.712455,2267.238171,2278.160152,2289.550562,2296.567811,2301.605159,2299.235322,2279.219497,2259.050166,2271.174236,2285.281057,2300.029435,2317.748536,2336.045893,2345.885267,2332.532679,2332.338028,2346.513056,2362.160468,2369.160943,2371.238171,2380.030543,2393.027694,2405.305586,2405.170597,2405.101282,2401.372053,2393.307011,2375.248299,2352.876246,2334.944453,2353.232315,2374.850768,2395.902358,2413.237379,2426.392467,2444.680013,2485.07517,2525.668935,2551.743314,2570.70834,2582.460832,2580.987815,2578.491533,2583.330749,2615.140054,2639.462257,2650.329957,2659.87134,2675.826555,2697.114259,2719.358443,2747.125495,2772.012818,2777.545972,2778.663713,2729.896186,2677.647571,2652.680013,2671.524292,2689.917392,2650.542491,2592.462415,2593.659598,2613.613072,2626.329008,2502.272353,2329.836683,2194.133091,2138.258269,2084.542807,2028.161893,1987.786833,1986.259376,2004.29894,2014.964868,1988.02532,1959.566229,1928.52176,1907.641557,1887.313024,1831.392784,1738.749327,1653.725273,1642.461782,4.95
4,4,79.900168,37.277689,2.19,0,0,0,0.0,0.0,14.58514725,81.38108195,152.449904,302.8929257,482.7075864,659.1193982,741.5020807,785.4046095,813.7837708,836.2544814,856.3207426,870.8039373,885.8954866,902.3293854,920.2887324,938.7980154,964.0777849,990.2760883,1016.756402,1045.606594,1097.893886,1190.689341,1282.926857,1333.153009,1335.215429,1336.435019,1339.773848,1342.527849,1354.532971,1367.480154,1380.980474,1405.059059,1428.164213,1450.877561,1473.222151,1492.647407,1499.942061,1506.167734,1519.241997,1538.234475,1554.825064,1560.362516,1566.392286,1589.238476,1626.454065,1642.602273,1645.354193,1665.208867,1736.102753,1806.90589,1850.145327,1878.40493,1905.732554,1919.886204,1932.772407,1945.086268,1982.584507,2021.411812,2031.867798,2038.264725,2053.567702,2087.210147,2121.434219,2151.141805,2175.904449,2200.628521,2217.433419,2234.462388,2235.221351,2234.098752,2237.387004,2263.248239,2289.18662,2320.473271,2355.370999,2389.669334,2412.560179,2435.054257,2445.804738,2447.247919,2446.994718,2446.412932,2445.377081,2467.856114,2492.158451,2518.454065,2552.245198,2588.690141,2609.784731,2587.416933,2583.038092,2603.243598,2622.46767,2643.488956,2669.46927,2686.308099,2694.445262,2702.458707,2716.12612,2728.830346,2734.670294,2726.234315,2705.012164,2681.09379,2662.623399,2695.645006,2735.323303,2775.53249,2797.712708,2800.886844,2812.004962,2872.225192,2931.713668,2951.559059,2949.296415,2951.004802,2962.367478,2973.631562,2990.739597,3033.203105,3066.552177,3064.466229,3062.319462,3076.53137,3113.776889,3145.650928,3165.068022,3183.771607,3212.852433,3236.888924,3203.172215,3158.552337,3135.681498,3158.339629,3177.976472,3159.189981,3127.529449,3126.997439,3137.59523,3141.168214,3066.482875,2953.27977,2860.710627,2831.302497,2801.18598,2772.659091,2748.288572,2740.24888,2761.304417,2782.18806,2766.933739,2750.740877,2729.083387,2737.324104,2751.18678,2719.550896,2620.52993,2527.574264,2507.466389,9.0
58,62,79.901274,37.279134,1.126,0,0,0,0.0,0.0,35.35939005,145.2539326,264.3845907,462.1991974,692.8094703,912.0550562,1005.319904,1047.255217,1078.742857,1105.2939,1130.335634,1158.950722,1186.466613,1217.952809,1253.89053,1291.890048,1333.655217,1375.379775,1393.508507,1406.439968,1452.385393,1553.845425,1652.413644,1716.983788,1755.445746,1790.010273,1784.457303,1780.333387,1789.02183,1805.515409,1821.508989,1836.414125,1851.807544,1877.08764,1905.442697,1934.611075,1955.72504,1978.61236,2002.001605,2024.841573,2048.139165,2073.317335,2098.429374,2125.227769,2148.813965,2169.337881,2191.420385,2232.785714,2318.626324,2398.301124,2445.836437,2474.37512,2500.354414,2524.055538,2548.288443,2571.613323,2601.087319,2630.78427,2647.578812,2663.097753,2676.588122,2686.386677,2697.41573,2710.236918,2727.564526,2744.671268,2752.854575,2759.173194,2757.871589,2755.66565,2755.456661,2802.814928,2849.494061,2856.513965,2840.652488,2825.121509,2823.936437,2825.129695,2835.007384,2853.83756,2867.226485,2841.142055,2813.358587,2820.289567,2836.151685,2853.400482,2882.446388,2914.669823,2938.200803,2931.980899,2930.121188,2935.925843,2939.901284,2935.98122,2924.421188,2923.467576,2936.775281,2951.894703,2941.979615,2922.948957,2910.033868,2911.194222,2875.525843,2821.572552,2778.703531,2802.294382,2838.817657,2874.467897,2891.891172,2887.824077,2888.105457,2920.634189,2951.030819,2970.277849,2979.955859,2989.719101,2998.373676,3007.685714,3016.144462,3015.535634,3013.867737,3011.880417,3020.967576,3054.069502,3110.381862,3124.862279,3071.084751,3026.031461,3017.94703,2996.757785,2925.777849,2846.677047,2793.708828,2819.156661,2843.695666,2863.757624,2878.509952,2891.736437,2901.597592,2902.14366,2798.015088,2604.94992,2428.922151,2374.870947,2315.258266,2246.207384,2172.855377,2168.969181,2278.62809,2375.856982,2284.796308,2193.729695,2110.866613,2122.948957,2155.125201,2151.164045,2093.999839,2042.310433,2031.710915,5.775
22,24,79.899046,37.278734,0.227,0,0,0,0.0,0.0,0.0,0.0,2.631168831,68.46314935,156.5152597,245.1920455,321.6737013,388.0016234,423.6983766,449.1090909,469.0074675,487.1056818,504.7209416,521.6003247,530.8021104,540.3186688,555.8345779,572.9034091,588.4886364,604.4519481,644.3042208,714.3305195,782.761526,816.6842532,819.3081169,823.8060065,830.2318182,838.2061688,851.1530844,867.9741883,885.2118506,895.1357143,904.0256494,911.836039,917.812013,924.3883117,943.6719156,962.712987,976.1589286,982.4996753,989.4797078,996.4047078,1002.860552,1012.368182,1025.790747,1038.433604,1052.444318,1080.496916,1135.982468,1188.92289,1222.891721,1249.832468,1276.120617,1290.60276,1305.186039,1318.43961,1349.58961,1385.728409,1408.921104,1428.516721,1447.303896,1464.213961,1481.683929,1503.564935,1530.90974,1555.761039,1586.312987,1616.359253,1626.692208,1630.769156,1637.078571,1663.990097,1689.955195,1708.745779,1724.740422,1743.358766,1771.359091,1799.862987,1825.496266,1853.000487,1877.223214,1885.145779,1889.76737,1909.467695,1935.804708,1965.588799,1989.660552,2011.15276,2026.871753,2031.514286,2041.849513,2054.857143,2068.012825,2076.139123,2078.486039,2087.297565,2101.91737,2118.217045,2129.009416,2135.671266,2141.616071,2153.75763,2144.973377,2125.108442,2117.77711,2138.176623,2164.299675,2189.257305,2215.655519,2248.684416,2282.11039,2308.931981,2334.970942,2366.282305,2399.108442,2430.177273,2459.346266,2489.568344,2516.936039,2530.266558,2545.839773,2582.50487,2622.69724,2664.046266,2670.289773,2662.839935,2673.984578,2694.173377,2704.320455,2694.887013,2641.861688,2579.501786,2542.688799,2560.873701,2574.191071,2606.92224,2656.01461,2676.562013,2671.434578,2646.200812,2544.832143,2375.500325,2231.064286,2198.33263,2162.91461,2094.185714,2006.527435,1980.630682,2015.966234,2044.153734,2062.310877,2071.90763,2078.528896,2075.634091,2061.610714,2013.571104,1911.604545,1823.953409,1791.163799,1.9
0,0,79.899092,37.278009,1.85,0,0,0,0.0,0.0,1.025288092,5.812900128,12.19334187,120.8986876,254.0981114,387.2229513,462.1024328,522.7120679,558.8778809,586.1283611,608.2884123,617.828105,627.6483675,642.9577465,661.7887324,680.0078425,692.8766005,705.1830986,727.3004161,749.3476312,794.9428617,866.6614917,937.7684059,971.6294814,975.7620038,981.7559219,1001.414693,1020.93662,1033.898047,1044.918534,1057.799456,1075.509283,1093.201024,1102.960787,1109.825544,1116.52993,1126.161972,1135.178137,1148.451344,1164.027529,1180.850512,1202.520166,1224.78265,1238.59315,1247.31114,1264.734955,1283.608195,1323.517606,1398.443822,1473.908771,1502.460787,1518.559059,1537.84219,1574.550576,1611.473431,1644.791293,1653.376921,1662.8113,1684.50016,1706.640365,1729.615717,1754.03137,1777.536172,1807.43726,1840.761044,1868.68758,1878.743598,1888.441421,1915.971031,1942.797695,1965.644046,1976.097631,1987.7508,2000.068982,2011.528489,2026.045455,2058.268566,2090.079225,2126.226472,2163.849392,2201.394846,2236.568502,2269.413572,2265.045775,2259.826504,2256.704225,2313.703425,2370.40541,2403.700064,2401.010563,2406.772087,2418.944142,2430.443662,2436.319302,2438.643086,2462.197823,2493.426216,2519.899008,2518.678617,2518.570583,2522.051697,2528.205026,2507.546575,2483.949424,2467.004481,2509.184379,2550.548175,2592.50112,2629.268406,2663.153329,2693.627721,2722.952945,2752.074424,2782.825864,2810.367958,2844.277369,2885.445903,2926.415973,2954.706306,2961.365717,2973.515365,2989.456786,3005.878841,3048.982554,3112.81274,3139.728393,3138.013604,3134.93598,3127.058739,3113.735275,3060.588988,3006.440461,3000.995198,3058.106434,3118.273688,3155.798335,3187.819782,3179.160851,3168.24936,3154.319942,3040.600032,2908.847951,2827.337068,2818.288412,2808.052337,2784.332266,2699.216869,2671.366837,2664.620198,2669.942061,2688.487836,2707.039373,2723.932939,2728.129641,2732.888764,2636.339309,2498.517446,2379.989117,2381.310819,1.675
64,68,79.900755,37.279615,0.92,0,0,0,0.0,0.0,0.513764405,7.158130602,14.83834827,110.6605314,244.6546095,377.3274648,462.6390845,526.2960948,563.5680218,584.3810819,603.1882202,620.0830666,636.3628361,650.159411,662.3753201,673.5200064,697.9129321,721.6272407,739.3273047,755.93758,795.4467029,879.2768886,963.2485595,1014.15749,1023.597151,1031.521607,1035.776729,1039.393246,1056.417254,1078.378041,1101.385243,1114.371639,1127.182778,1147.996799,1173.396447,1196.709027,1209.775768,1223.308099,1235.982074,1247.980634,1261.244878,1274.822023,1289.329065,1309.940141,1334.660051,1344.670935,1346.201024,1361.957426,1439.834667,1515.640845,1568.648528,1606.180858,1644.409891,1663.356274,1680.854193,1698.314661,1739.987516,1783.272727,1805.738636,1823.609795,1850.423656,1891.681658,1934.414533,1963.885563,1982.084507,2001.0,2021.150608,2041.175256,2058.81226,2076.224872,2095.022887,2136.964309,2178.739277,2207.048816,2230.402849,2254.815301,2300.638764,2346.042414,2378.360755,2399.275288,2415.695423,2411.146287,2406.970711,2440.215749,2480.995839,2521.865557,2557.303457,2590.930378,2623.294814,2651.714629,2667.753681,2666.953585,2665.379481,2677.602913,2707.296895,2728.40717,2738.284411,2750.132362,2765.752561,2780.845711,2791.049296,2795.872759,2792.816261,2786.12644,2782.403649,2813.419974,2851.963348,2890.085948,2912.451184,2914.481594,2920.59283,2980.807138,3041.189661,3074.040173,3085.839949,3099.772567,3125.558579,3151.140685,3177.795935,3210.954065,3240.064661,3250.507362,3262.685019,3305.213028,3405.066901,3464.883163,3439.732074,3418.927497,3471.013284,3520.036172,3470.007362,3395.671415,3344.271927,3366.541613,3386.794014,3398.723271,3406.113796,3400.472471,3386.838828,3370.689981,3284.109955,3152.130602,3037.923816,3038.618118,3038.557618,3035.96991,2821.197023,2726.204225,2893.162932,3048.004161,2938.035051,2829.53185,2724.488316,2788.120839,2905.548015,2954.93774,2861.72007,2768.862836,2741.632042,4.125
43,47,79.901289,37.278654,0.934,0,0,0,0.0,0.0,6.806338028,21.52400768,33.64676697,157.2176697,300.7335147,449.0568182,540.984475,624.5993918,657.7983355,683.4015685,705.1935019,722.7197503,739.8319462,761.8175416,785.8442702,804.5083227,815.796895,827.3357875,844.0704225,860.0641805,918.3237836,1006.941261,1098.816901,1135.584187,1149.483195,1159.84235,1165.886844,1173.447343,1190.060179,1207.609955,1219.014885,1221.914693,1224.84299,1239.014565,1254.450864,1270.116357,1286.493598,1303.15749,1318.650608,1333.903329,1345.722311,1357.052657,1368.528169,1395.31258,1421.966389,1431.71831,1438.964949,1470.888604,1528.077945,1586.523528,1617.683579,1647.145487,1673.613476,1694.431018,1714.838828,1731.045615,1744.246959,1763.699904,1794.954545,1825.412772,1842.345871,1856.336588,1870.404609,1892.138764,1914.555378,1941.838508,1971.403489,1997.403329,2018.833227,2039.815941,2054.348912,2066.200704,2084.099072,2111.078425,2137.108035,2158.93646,2181.025448,2205.960307,2240.158451,2275.422375,2276.055378,2265.727753,2264.792093,2273.972631,2283.683899,2291.016485,2300.791613,2310.898207,2313.651408,2314.731754,2334.850832,2354.383483,2373.076985,2358.297695,2346.596991,2374.583067,2404.252401,2422.622439,2435.666293,2452.410051,2453.369878,2444.478073,2422.628521,2395.444782,2383.733195,2414.809859,2449.886204,2486.056818,2505.452465,2522.729353,2543.921575,2567.951665,2589.053777,2606.09235,2626.363316,2649.665653,2673.72007,2697.480314,2714.580986,2729.889405,2755.223431,2780.385563,2802.659411,2870.239917,2953.869558,2952.756402,2928.990237,2916.205986,2924.057778,2906.013604,2842.27977,2766.646287,2769.048335,2794.845551,2820.833547,2846.729994,2861.420935,2852.390525,2841.822023,2787.40717,2625.602753,2454.68902,2419.369078,2421.073944,2427.585147,2264.714949,2007.412292,2090.825384,2216.114277,2245.018726,2224.973271,2202.455026,2209.833227,2272.818502,2339.451985,2275.927497,2192.40509,2135.494718,2131.631082,4.225
2,2,79.899496,37.277933,1.713,0,0,0,0.0,0.0,0.102432778,2.117797695,5.8881242,85.14820743,202.8998079,320.9127721,398.9002881,452.4913572,488.8085787,511.3516325,533.8737196,549.9361396,568.0921895,584.1610115,595.3161012,608.3754802,618.743758,628.9767926,643.7048656,659.3799616,689.7143086,755.471991,820.3433099,864.5040013,874.4580666,884.3095391,902.7223111,920.634443,935.4958387,947.8111396,960.9894366,969.0398528,975.0648207,982.7661652,989.6013124,998.337388,1016.325224,1034.723271,1048.827305,1056.602913,1064.419814,1074.140365,1083.355474,1098.942702,1119.853553,1136.330346,1149.238796,1169.31338,1235.652849,1299.995359,1347.96991,1383.100672,1418.173976,1434.919334,1450.246639,1464.629001,1494.806178,1528.136684,1550.071223,1569.709827,1590.871799,1618.28121,1645.694462,1673.81274,1701.861556,1730.12516,1761.231434,1792.134283,1812.475832,1829.229994,1846.78233,1864.628201,1882.332266,1900.840269,1920.141005,1940.264405,1971.552497,2003.297535,2036.357875,2068.918054,2101.110115,2127.529449,2153.788572,2175.460948,2194.853233,2216.310179,2240.828265,2265.800416,2289.946223,2305.143406,2321.133003,2338.333707,2355.152209,2373.955346,2392.514885,2412.698303,2435.004321,2457.84267,2468.384923,2475.109475,2480.40685,2484.586748,2480.458387,2469.071703,2460.111876,2490.616997,2536.109475,2580.615717,2622.956946,2663.455826,2703.685179,2741.587388,2779.149648,2806.867638,2825.116677,2845.43614,2885.152209,2924.90749,2964.334027,2951.310819,2940.003841,2975.915813,3011.987996,3053.708547,3113.545615,3163.354033,3168.759763,3173.916293,3197.245198,3218.461268,3196.886524,3152.637164,3115.763924,3156.984795,3195.576665,3238.321383,3284.028809,3293.901569,3267.208227,3237.829385,3194.004962,3132.950224,3073.715109,3072.204545,3069.331306,3064.449104,3031.84299,3007.620038,3041.131562,3074.361716,3073.830826,3068.007843,3060.238956,3047.574904,3027.960627,2993.239757,2906.700224,2825.555378,2793.201344,1.65
14,14,79.90064,37.277814,2.37,0,0,0,0.0,0.0,7.387323944,38.24247759,66.52080666,207.8791613,367.7474392,527.3822023,620.3609155,699.4284571,725.1309219,737.6888604,752.5396927,767.5208067,782.9964789,801.140525,823.3758003,844.9639885,862.1478873,879.246959,885.8015365,892.9271767,932.5745839,1014.316741,1096.633643,1143.28089,1159.515845,1170.897247,1167.126921,1163.617638,1178.918534,1197.068182,1211.68854,1215.334027,1219.215749,1228.018726,1240.03265,1250.079065,1261.06226,1270.59283,1295.068342,1322.774328,1338.725032,1339.090269,1338.972791,1356.378841,1378.154609,1381.213668,1384.135403,1405.757843,1459.506722,1515.887004,1543.990877,1567.795935,1589.396447,1606.372439,1623.501921,1644.162452,1678.431018,1705.070102,1709.850512,1713.646127,1727.775928,1747.840429,1767.7492,1790.424136,1813.495999,1834.53137,1855.178457,1873.807778,1870.229193,1866.907971,1880.486236,1920.534891,1960.385403,1957.020166,1955.15621,1959.59507,1976.418374,1992.939341,2019.110915,2046.03009,2049.911332,2030.611236,2018.685499,2036.454706,2054.128681,2072.337548,2097.71975,2124.304577,2127.696863,2108.548175,2111.836268,2121.75096,2133.198464,2148.419334,2163.485115,2163.818182,2163.912772,2162.557458,2161.305058,2162.103873,2154.784251,2143.768726,2113.425896,2079.224072,2056.213508,2084.977753,2113.34283,2143.331466,2169.900928,2194.934539,2225.910051,2263.625,2299.378201,2318.866837,2337.403329,2352.691741,2365.808739,2377.850832,2402.328905,2435.011204,2455.783771,2467.349072,2477.744718,2506.414693,2547.141485,2560.091549,2560.110915,2564.859635,2573.181978,2572.163732,2499.25048,2420.011204,2399.377401,2425.803457,2454.525608,2493.503041,2528.058579,2498.544334,2469.836428,2439.741677,2279.87596,2114.96959,2003.855154,1945.778969,1886.221831,1842.59523,1830.118118,1834.169174,1838.926697,1830.473431,1814.634283,1803.052017,1794.925576,1782.8129,1774.997279,1667.895807,1541.572183,1447.350352,1444.303297,10.2
62,66,79.900205,37.279764,1.578,0,0,0,0.0,0.0,0.504961588,5.308578745,15.32890525,152.7067862,334.6149168,512.7075864,606.5721831,666.3866837,704.3689181,731.7080666,758.6597311,787.2634443,816.1877401,835.4039693,839.8487516,846.0208067,875.7367157,906.2791293,924.5997119,941.3385083,985.5518566,1071.84347,1154.755762,1202.447343,1218.090909,1234.372439,1249.229834,1264.829065,1286.611876,1310.462548,1332.379481,1320.298816,1309.108675,1320.540013,1342.191901,1364.104033,1381.515685,1398.169174,1415.529289,1436.145647,1456.369558,1477.368438,1497.772247,1520.974232,1544.293854,1553.856914,1558.860275,1584.34251,1662.119718,1736.391005,1780.2492,1809.850352,1838.497279,1866.145967,1893.795935,1923.047055,1956.896767,1991.110435,2016.507202,2041.985115,2062.885083,2081.071063,2099.800096,2118.011844,2133.606274,2152.319782,2197.37596,2240.358995,2258.427977,2272.166453,2288.28073,2311.478393,2333.059699,2346.864277,2356.663732,2368.931338,2401.949264,2434.31322,2459.567862,2479.382202,2498.586268,2515.175736,2529.414052,2545.286172,2561.324584,2578.684699,2604.505442,2632.370999,2653.981114,2659.011524,2675.24984,2706.102753,2734.888124,2748.597311,2751.00144,2759.779289,2778.176697,2798.367638,2812.284251,2821.263924,2819.422535,2803.107234,2779.779289,2755.102593,2738.023367,2780.721031,2832.041293,2880.072503,2923.522407,2958.177337,2992.247279,3023.587068,3054.576985,3083.178777,3108.959187,3133.56402,3160.341709,3188.581306,3208.444462,3194.136044,3185.53281,3194.548175,3213.086908,3278.908451,3400.584827,3450.987196,3394.421575,3351.369398,3364.959827,3370.654609,3318.333867,3260.50112,3224.237036,3237.887804,3252.898848,3288.045935,3330.169334,3323.706146,3295.684219,3259.889725,3179.911492,3076.889085,2995.192702,2987.31178,2971.181498,2947.247919,2744.923816,2684.847791,2804.995679,2900.826504,2828.101152,2758.891485,2698.240557,2749.788252,2815.34299,2819.956306,2753.095871,2690.238636,2680.558099,6.825
