Set,R2,RMSE,RPD,Best_Params
Train,0.8969710159765348,0.942570023968447,3.115446454435209,"{'n_estimators': 78, 'max_depth': 9, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.3}"
Test,0.29037042160866167,2.6473581684520235,1.1870913635887814,"{'n_estimators': 78, 'max_depth': 9, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.3}"
