variant,algo_seed,split_seed,cv_seed,train_r2,train_rmse,test_r2,test_rmse,n_selected,selected_feature_names,elapsed_sec,status,error_msg
HHO,0,42,42,0.5894484039343102,1.8815587694554172,0.24464192306100574,2.7313244115003936,8,"b53,b43,b24,b110,b21,b22,b40,b44",0.16391897201538086,success,
HHO,1,42,42,0.511545504953338,2.0523242214195108,0.25848669013227965,2.7061777750024705,3,"b80,b29,b26",0.16298484802246094,success,
HHO,2,42,42,0.4375443290185598,2.2023080454888735,0.3174715889387594,2.5963139967268973,3,"b64,b106,b43",0.2552919387817383,success,
+SCI,0,42,42,0.5207723197812469,2.0328477944192733,0.3659419965182157,2.5024265664954672,4,"b43,b18,b106,b23",0.19547796249389648,success,
+SCI,1,42,42,0.48485189438628085,2.1076571636658956,0.3934291254365977,2.447584104964404,3,"b65,b17,b101",0.15349507331848145,success,
+SCI,2,42,42,0.5080296867734859,2.0596971304794907,0.4320997968147485,2.3682789759097713,4,"b63,b106,b111,b51",0.18744492530822754,success,
+SCI+SDGE,0,42,42,0.49619126636525945,2.0843313528621974,0.34952458471361614,2.534616694687276,3,"b65,b20,b23",0.1797339916229248,success,
+SCI+SDGE,1,42,42,0.48485189438628085,2.1076571636658956,0.3934291254365977,2.447584104964404,3,"b65,b17,b101",0.14433002471923828,success,
+SCI+SDGE,2,42,42,0.43389881926824336,2.2094335566923533,0.3205940435571738,2.5903683352215463,5,"b80,b107,b20,b33,b29",0.14543700218200684,success,
+SCI+SDGE+RSC,0,42,42,0.48260709761391407,2.112244309516111,0.32172461642640504,2.588212172554497,3,"b63,b23,b39",0.23779916763305664,success,
+SCI+SDGE+RSC,1,42,42,0.42583264939517995,2.2251185893989374,0.3157075142657141,2.5996670704327527,3,"b97,b98,b27",0.16117119789123535,success,
+SCI+SDGE+RSC,2,42,42,0.42259535937198767,2.231382642184477,0.30722085922612885,2.615738044346948,3,"b80,b107,b20",0.15247893333435059,success,
SSAHHO,0,42,42,0.5375939241643088,1.9968510976418343,0.15894787001684862,2.8820950868935626,3,"b63,b23,b38",0.25295472145080566,success,
SSAHHO,1,42,42,0.42330629158421385,2.230008518830421,0.3125173395298565,2.605719854067051,3,"b28,b96,b97",0.16539716720581055,success,
SSAHHO,2,42,42,0.42262505825557717,2.2313252557167917,0.30613283809746294,2.6177912684947713,3,"b81,b20,b107",0.16698813438415527,success,
