variant,band_name,count,frequency
HHO,b43,2,0.667
HHO,b53,1,0.333
HHO,b24,1,0.333
HHO,b110,1,0.333
HHO,b21,1,0.333
HHO,b22,1,0.333
HHO,b40,1,0.333
HHO,b44,1,0.333
HHO,b80,1,0.333
HHO,b29,1,0.333
HHO,b26,1,0.333
HHO,b64,1,0.333
HHO,b106,1,0.333
+SCI,b106,2,0.667
+SCI,b43,1,0.333
+SCI,b18,1,0.333
+SCI,b23,1,0.333
+SCI,b65,1,0.333
+SCI,b17,1,0.333
+SCI,b101,1,0.333
+SCI,b63,1,0.333
+SCI,b111,1,0.333
+SCI,b51,1,0.333
+SCI+SDGE,b65,2,0.667
+SCI+SDGE,b20,2,0.667
+SCI+SDGE,b23,1,0.333
+SCI+SDGE,b17,1,0.333
+SCI+SDGE,b101,1,0.333
+SCI+SDGE,b80,1,0.333
+SCI+SDGE,b107,1,0.333
+SCI+SDGE,b33,1,0.333
+SCI+SDGE,b29,1,0.333
+SCI+SDGE+RSC,b63,1,0.333
+SCI+SDGE+RSC,b23,1,0.333
+SCI+SDGE+RSC,b39,1,0.333
+SCI+SDGE+RSC,b97,1,0.333
+SCI+SDGE+RSC,b98,1,0.333
+SCI+SDGE+RSC,b27,1,0.333
+SCI+SDGE+RSC,b80,1,0.333
+SCI+SDGE+RSC,b107,1,0.333
+SCI+SDGE+RSC,b20,1,0.333
SSAHHO,b63,1,0.333
SSAHHO,b23,1,0.333
SSAHHO,b38,1,0.333
SSAHHO,b28,1,0.333
SSAHHO,b96,1,0.333
SSAHHO,b97,1,0.333
SSAHHO,b81,1,0.333
SSAHHO,b20,1,0.333
SSAHHO,b107,1,0.333
