variant,algo_seed,split_seed,cv_seed,train_r2,train_rmse,test_r2,test_rmse,n_selected,selected_feature_names,elapsed_sec,status,error_msg
λ=0.1,0,42,42,0.43491992526382706,2.2074400225039046,0.3189690690529612,2.5934642520078914,13,"b79,b48,b106,b20,b91,b97,b104,b99,b22,b32,b33,b38,b43",6.327459812164307,success,
λ=0.1,1,42,42,0.43912611298452753,2.1992091095339785,0.3232254107936685,2.5853471671108705,3,"b48,b100,b28",6.318166017532349,success,
λ=0.1,2,42,42,0.43284810449708033,2.211483020949677,0.31108726809838905,2.6084285985147497,3,"b57,b106,b38",6.374769926071167,success,
λ=0.1,3,42,42,0.43639964334620374,2.204547927906921,0.3147429951779156,2.601498557423,3,"b49,b104,b38",6.593288898468018,success,
λ=0.1,4,42,42,0.43866289700349514,2.200117066368919,0.33090470482284684,2.5706374820003983,3,"b80,b67,b24",6.221951007843018,success,
λ=0.1,5,42,42,0.47730550678126993,2.123038538282187,0.3544749455335706,2.524953584826486,3,"b53,b24,b54",5.920867681503296,success,
λ=0.1,6,42,42,0.44056954874526544,2.196377401588203,0.32883450640388,2.574611220608558,18,"b53,b73,b78,b47,b56,b55,b66,b83,b18,b97,b100,b21,b23,b50,b54,b49,b34,b40",6.444820165634155,success,
λ=0.1,7,42,42,0.4306522111983877,2.215760084407935,0.32058289333919876,2.5903895913297648,3,"b77,b99,b23",6.132212162017822,success,
λ=0.1,8,42,42,0.5017233961380319,2.072856144565485,0.35156908364835504,2.5306303031156867,6,"b63,b107,b106,b24,b55,b39",6.235231161117554,success,
λ=0.1,9,42,42,0.49132733420860153,2.0943685892497808,0.3038888022894015,2.622020950859322,3,"b25,b38,b47",6.040777921676636,success,
λ=0.1,10,42,42,0.5461488939331254,1.9782930009323731,0.30625109318523613,2.6175681852130177,3,"b20,b23,b42",6.194478750228882,success,
λ=0.1,11,42,42,0.43433516348870227,2.2085818896745297,0.3124412040750626,2.6058641356506036,3,"b53,b106,b38",6.572937965393066,success,
λ=0.1,12,42,42,0.44448580605853594,2.18867609960587,0.3219504599544176,2.587781241661249,17,"b49,b53,b73,b42,b72,b69,b65,b83,b111,b94,b36,b31,b40,b48,b38,b43,b45",5.844478130340576,success,
λ=0.1,13,42,42,0.4383933631579513,2.2006452114375743,0.33277244478013335,2.567047083379964,3,"b64,b25,b54",5.806452989578247,success,
λ=0.1,14,42,42,0.4363295343553123,2.2046850408651513,0.31531579039744706,2.6004110548874095,3,"b49,b104,b39",6.815972089767456,success,
λ=0.1,15,42,42,0.4377046732285158,2.201994107402083,0.321445793769068,2.5887440937069988,3,"b103,b52,b41",6.122238874435425,success,
λ=0.1,16,42,42,0.4445297822006704,2.1885894668634336,0.32760085177951004,2.5769763026122727,4,"b49,b81,b99,b31",6.604844093322754,success,
λ=0.1,17,42,42,0.4192327223611131,2.237870672174004,0.3027848655937746,2.624099209674312,3,"b78,b18,b107",6.309972047805786,success,
λ=0.1,18,42,42,0.43790945233819834,2.2015931050875013,0.32250052616323255,2.586731362749164,3,"b49,b103,b29",6.4092698097229,success,
λ=0.1,19,42,42,0.4365286683651127,2.2042955699054527,0.3096777687045946,2.6110956271027144,3,"b42,b107,b56",6.529136896133423,success,
λ=0.2,0,42,42,0.42963123243937695,2.217745892332305,0.30336657516459076,2.6230042950078634,3,"b48,b109,b33",6.5680320262908936,success,
λ=0.2,1,42,42,0.43912611298452753,2.1992091095339785,0.3232254107936685,2.5853471671108705,3,"b48,b100,b28",6.461446046829224,success,
λ=0.2,2,42,42,0.43357879198684224,2.2100579849180235,0.3121155567874635,2.606481168068109,3,"b49,b106,b40",6.584612846374512,success,
λ=0.2,3,42,42,0.511976376094255,2.051418832704951,0.2948184254353451,2.639048220547704,3,"b72,b21,b23",5.956135034561157,success,
λ=0.2,4,42,42,0.43866289700349514,2.200117066368919,0.33090470482284684,2.5706374820003983,3,"b80,b67,b24",6.234967231750488,success,
λ=0.2,5,42,42,0.47730550678126993,2.123038538282187,0.3544749455335706,2.524953584826486,3,"b53,b24,b54",5.911787033081055,success,
λ=0.2,6,42,42,0.4351166973877282,2.207055651773942,0.33034519288048614,2.5717120687011255,3,"b77,b24,b52",6.205095052719116,success,
λ=0.2,7,42,42,0.4306522111983877,2.215760084407935,0.32058289333919876,2.5903895913297648,3,"b77,b99,b23",6.154149055480957,success,
λ=0.2,8,42,42,0.5017233961380319,2.072856144565485,0.35156908364835504,2.5306303031156867,6,"b63,b107,b106,b24,b55,b39",6.323177099227905,success,
λ=0.2,9,42,42,0.49132733420860153,2.0943685892497808,0.3038888022894015,2.622020950859322,3,"b25,b38,b47",6.1512770652771,success,
λ=0.2,10,42,42,0.5461488939331254,1.9782930009323731,0.30625109318523613,2.6175681852130177,3,"b20,b23,b42",6.114176034927368,success,
