variant,band,count,frequency
HHO,b25,1,1.0
HHO,b28,1,1.0
HHO,b29,1,1.0
HHO,b30,1,1.0
HHO,b77,1,1.0
HHO,b86,1,1.0
HHO,b92,1,1.0
MSHHO_I1,b22,1,1.0
MSHHO_I1,b30,1,1.0
MSHHO_I1,b50,1,1.0
MSHHO_I2,b24,1,1.0
MSHHO_I2,b27,1,1.0
MSHHO_I2,b31,1,1.0
MSHHO_I2,b33,1,1.0
MSHHO_I2,b58,1,1.0
MSHHO_I2,b69,1,1.0
MSHHO_I2,b70,1,1.0
MSHHO_I2,b73,1,1.0
MSHHO_I2,b86,1,1.0
MSHHO_I2,b91,1,1.0
MSHHO_I2,b108,1,1.0
MSHHO_I2,b146,1,1.0
MSHHO_I3,b31,1,1.0
MSHHO_I3,b35,1,1.0
MSHHO_I3,b55,1,1.0
MSHHO_I3,b57,1,1.0
MSHHO_I3,b58,1,1.0
MSHHO_I3,b61,1,1.0
MSHHO_I3,b64,1,1.0
MSHHO_I3,b93,1,1.0
MSHHO_I3,b99,1,1.0
MSHHO_I3,b104,1,1.0
MSHHO_I3,b118,1,1.0
MSHHO_I3,b142,1,1.0
MSHHO_I3,b145,1,1.0
MSHHO_I3,b151,1,1.0
MSHHO,b58,1,1.0
MSHHO,b69,1,1.0
MSHHO,b71,1,1.0
MSHHO,b135,1,1.0
