epoch,fitness
0,0.5449603270978474
1,0.49025103425910604
2,0.49025103425910604
3,0.49025103425910604
4,0.49025103425910604
5,0.49025103425910604
6,0.49025103425910604
7,0.49025103425910604
8,0.49025103425910604
9,0.49025103425910604
10,0.49025103425910604
11,0.49025103425910604
12,0.49025103425910604
13,0.49025103425910604
14,0.49025103425910604
15,0.49025103425910604
16,0.49025103425910604
17,0.49025103425910604
18,0.49025103425910604
19,0.49025103425910604
20,0.49025103425910604
21,0.49025103425910604
22,0.49025103425910604
23,0.49025103425910604
24,0.49025103425910604
25,0.49025103425910604
26,0.49025103425910604
27,0.49025103425910604
28,0.49025103425910604
29,0.49025103425910604
30,0.49025103425910604
31,0.49025103425910604
32,0.49025103425910604
33,0.49025103425910604
34,0.49025103425910604
35,0.49025103425910604
36,0.49025103425910604
37,0.49025103425910604
38,0.49025103425910604
39,0.49025103425910604
40,0.49025103425910604
41,0.49025103425910604
42,0.49025103425910604
43,0.49025103425910604
44,0.49025103425910604
45,0.49025103425910604
46,0.49025103425910604
47,0.49025103425910604
48,0.49025103425910604
49,0.49025103425910604
50,0.49025103425910604
51,0.49025103425910604
52,0.49025103425910604
53,0.49025103425910604
54,0.49025103425910604
55,0.49025103425910604
56,0.49025103425910604
57,0.49025103425910604
58,0.49025103425910604
59,0.49025103425910604
60,0.49025103425910604
61,0.49025103425910604
62,0.49025103425910604
63,0.49025103425910604
64,0.49025103425910604
65,0.49025103425910604
66,0.49025103425910604
67,0.49025103425910604
68,0.49025103425910604
69,0.49025103425910604
70,0.49025103425910604
71,0.49025103425910604
72,0.49025103425910604
73,0.49025103425910604
74,0.49025103425910604
75,0.49025103425910604
76,0.49025103425910604
77,0.49025103425910604
78,0.49025103425910604
79,0.49025103425910604
80,0.49025103425910604
81,0.49025103425910604
82,0.49025103425910604
83,0.49025103425910604
84,0.49025103425910604
85,0.49025103425910604
86,0.49025103425910604
87,0.49025103425910604
88,0.49025103425910604
89,0.49025103425910604
90,0.49025103425910604
91,0.49025103425910604
92,0.49025103425910604
93,0.49025103425910604
94,0.49025103425910604
95,0.49025103425910604
96,0.49025103425910604
97,0.49025103425910604
98,0.49025103425910604
99,0.49025103425910604
100,0.49025103425910604
101,0.49025103425910604
102,0.49025103425910604
103,0.49025103425910604
104,0.49025103425910604
105,0.49025103425910604
106,0.49025103425910604
107,0.49025103425910604
108,0.49025103425910604
109,0.49025103425910604
110,0.49025103425910604
111,0.49025103425910604
112,0.49025103425910604
113,0.49025103425910604
114,0.49025103425910604
115,0.49025103425910604
116,0.49025103425910604
117,0.49025103425910604
118,0.49025103425910604
119,0.49025103425910604
