Set,R2,RMSE,RPD,Best_Params
Train,0.6805404639197841,1.659746814222367,1.76926168140003,"{'C': 1.2620756253866816, 'gamma': 0.10825928888721519, 'epsilon': 0.021407891028170853, 'kernel': 'rbf'}"
Test,0.32549583358726786,2.581006901910999,1.2176085293568035,"{'C': 1.2620756253866816, 'gamma': 0.10825928888721519, 'epsilon': 0.021407891028170853, 'kernel': 'rbf'}"
