Set,R2,RMSE,RPD,Best_Params
Train,0.7911106367118073,1.3421222568379836,2.187972387960999,"{'n_estimators': 52, 'max_depth': 4, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 0.5}"
Test,0.21908254322209142,2.777150483464289,1.1316117138079538,"{'n_estimators': 52, 'max_depth': 4, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': 0.5}"
