variant,band_name,count,frequency
HHO,b67,1,0.333
HHO,b71,1,0.333
HHO,b20,1,0.333
HHO,b14,1,0.333
HHO,b23,1,0.333
HHO,b48,1,0.333
HHO,b111,1,0.333
HHO,b26,1,0.333
HHO,b24,1,0.333
HHO,b68,1,0.333
HHO,b43,1,0.333
HHO,b69,1,0.333
HHO,b21,1,0.333
HHO,b17,1,0.333
+SCI+SDGE,b111,2,0.667
+SCI+SDGE,b19,2,0.667
+SCI+SDGE,b69,1,0.333
+SCI+SDGE,b44,1,0.333
+SCI+SDGE,b66,1,0.333
+SCI+SDGE,b17,1,0.333
+SCI+SDGE,b18,1,0.333
+SCI+SDGE,b43,1,0.333
+SCI+SDGE,b40,1,0.333
+SCI+SDGE,b45,1,0.333
+SCI+SDGE,b46,1,0.333
