epoch,fitness
0,0.6942183042349296
1,0.6942183042349296
2,0.6569585890973945
3,0.6569585890973945
4,0.6569585890973945
5,0.6569585890973945
6,0.6569585890973945
7,0.6556455364752993
8,0.6556455364752993
9,0.6556455364752993
10,0.6556455364752993
11,0.6556455364752993
12,0.6556455364752993
13,0.6556455364752993
14,0.6556455364752993
15,0.6556455364752993
16,0.6556455364752993
17,0.6556455364752993
18,0.6556455364752993
19,0.6556455364752993
20,0.6556455364752993
21,0.6556455364752993
22,0.6556455364752993
23,0.6556455364752993
24,0.6556455364752993
25,0.6556455364752993
26,0.6556455364752993
27,0.6556455364752993
28,0.6556455364752993
29,0.6556455364752993
30,0.6556455364752993
31,0.6556455364752993
32,0.6556455364752993
33,0.6556455364752993
34,0.6556455364752993
35,0.6556455364752993
36,0.6556455364752993
37,0.6556455364752993
38,0.6556455364752993
39,0.6556455364752993
40,0.6556455364752993
41,0.6556455364752993
42,0.6556455364752993
43,0.6556455364752993
44,0.6556455364752993
45,0.6556455364752993
46,0.6556455364752993
47,0.6556455364752993
48,0.6556455364752993
49,0.6556455364752993
50,0.6556455364752993
51,0.6556455364752993
52,0.6556455364752993
53,0.6556455364752993
54,0.6556455364752993
55,0.6556455364752993
56,0.6556455364752993
57,0.6556455364752993
58,0.6556455364752993
59,0.6556455364752993
60,0.6556455364752993
61,0.6556455364752993
62,0.6556455364752993
63,0.6556455364752993
64,0.6556455364752993
65,0.6556455364752993
66,0.6556455364752993
67,0.6556455364752993
68,0.6556455364752993
69,0.6556455364752993
70,0.6556455364752993
71,0.6556455364752993
72,0.6556455364752993
73,0.6556455364752993
74,0.6556455364752993
75,0.6556455364752993
76,0.6556455364752993
77,0.6556455364752993
78,0.6556455364752993
79,0.6556455364752993
80,0.6556455364752993
81,0.6556455364752993
82,0.6556455364752993
83,0.6556455364752993
84,0.6556455364752993
85,0.6556455364752993
86,0.6556455364752993
87,0.6556455364752993
88,0.6556455364752993
89,0.6556455364752993
90,0.6556455364752993
91,0.6556455364752993
92,0.6556455364752993
93,0.6556455364752993
94,0.6556455364752993
95,0.6556455364752993
96,0.6556455364752993
97,0.6556455364752993
98,0.6556455364752993
99,0.6556455364752993
100,0.6556455364752993
101,0.6556455364752993
102,0.6556455364752993
103,0.6556455364752993
104,0.6556455364752993
105,0.6556455364752993
106,0.6556455364752993
107,0.6556455364752993
108,0.6556455364752993
109,0.6556455364752993
110,0.6556455364752993
111,0.6556455364752993
112,0.6556455364752993
113,0.6556455364752993
114,0.6556455364752993
115,0.6556455364752993
116,0.6556455364752993
117,0.6556455364752993
118,0.6556455364752993
119,0.6556455364752993
