fusion_col,transform,band_name,wavelength
6,R,b48,538
19,R,b69,622
27,R,b65,606
29,R,b71,630
40,FD,b106,770
55,FD,b110,786
72,SNV,b104,762
98,LOG,b49,542
102,LOG,b31,470
111,LOG,b37,494
119,LOG,b44,522
