Set,R2,RMSE,RPD,Best_Params
Train,0.7650689324011111,1.423325209545373,2.0631451052337995,"{'n_estimators': 15, 'max_depth': 2, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 0.3}"
Test,0.48170696103728405,2.26247888921754,1.3890321952053546,"{'n_estimators': 15, 'max_depth': 2, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 0.3}"
