fusion_col,transform,band_name,wavelength
11,R,b62,594
29,R,b71,630
60,SNV,b96,730
73,SNV,b98,738
76,SNV,b100,746
78,SNV,b20,426
82,SNV,b16,410
83,SNV,b26,450
87,SNV,b25,446
89,SNV,b24,442
104,LOG,b34,482
