variant,algo_seed,split_seed,cv_seed,train_r2,train_rmse,test_r2,test_rmse,n_selected,selected_feature_names,elapsed_sec,status,error_msg
HHO,0,42,42,0.48730455994888244,2.1026338065535013,0.3635830470418594,2.5070772589593044,3,"b105,b17,b56",6.12467098236084,success,
HHO,1,42,42,0.437380171637636,2.2026294030328573,0.30362669650232355,2.62251453736351,3,"b43,b107,b38",5.712357997894287,success,
HHO,2,42,42,0.439166002434212,2.199130904073744,0.3141664405226886,2.6025927386805185,3,"b45,b106,b46",5.959252119064331,success,
HHO,3,42,42,0.4374584427629712,2.202476183869661,0.31443928989959524,2.6020749844537368,3,"b45,b105,b40",6.08666205406189,success,
HHO,4,42,42,0.4440490752065195,2.189536270771118,0.32045827926756487,2.5906271362715145,4,"b49,b71,b100,b34",6.928956031799316,success,
HHO,5,42,42,0.48693544987773074,2.103390555703764,0.3566811915972019,2.520635056200375,5,"b53,b72,b15,b51,b28",6.361594200134277,success,
HHO,6,42,42,0.5096953883636839,2.0562073368527294,0.3503170482055914,2.5330722832607995,6,"b42,b22,b95,b100,b56,b44",5.915149927139282,success,
HHO,7,42,42,0.5661342324293211,1.9342455572829675,0.31825912134946,2.594815691645509,3,"b42,b21,b23",6.5544538497924805,success,
HHO,8,42,42,0.43834072830516657,2.200748333369632,0.32121089781339307,2.589192129321532,4,"b49,b69,b101,b27",6.0217180252075195,success,
HHO,9,42,42,0.43548315944384386,2.206339633645602,0.31393244649319296,2.6030366796471767,3,"b53,b107,b56",6.6194541454315186,success,
HHO,10,42,42,0.5029045869906343,2.070397779614872,0.32189475260233313,2.587887543244986,12,"b47,b72,b65,b71,b96,b102,b99,b21,b20,b22,b40,b38",6.095033168792725,success,
HHO,11,42,42,0.4368808879340257,2.2036065220703387,0.3174701583675248,2.596316717646725,3,"b53,b104,b38",5.849016189575195,success,
HHO,12,42,42,0.43841902523352705,2.2005949326791314,0.3210064015485671,2.589582118086111,3,"b53,b103,b40",6.030394077301025,success,
HHO,13,42,42,0.4361006691817295,2.205132575770689,0.3153821143879011,2.600285103527307,3,"b65,b107,b32",6.143805027008057,success,
HHO,14,42,42,0.5609037382910931,1.9458698331821882,0.3129520543608718,2.6048958884206863,3,"b22,b23,b42",6.5173020362854,success,
HHO,15,42,42,0.4798515122983227,2.117861646097249,0.3496708572121062,2.5343316988575864,3,"b53,b24,b55",6.091729164123535,success,
HHO,16,42,42,0.4327405110778001,2.2116927793389327,0.3230667093620724,2.5856502770772862,3,"b49,b26,b39",6.0633909702301025,success,
HHO,17,42,42,0.43445385476600984,2.2083501683963354,0.3200262654807815,2.5914504917645913,3,"b49,b105,b29",6.211446046829224,success,
HHO,18,42,42,0.4347045928417397,2.207860571867848,0.3092218166247669,2.6119577882125644,3,"b53,b107,b40",6.129772901535034,success,
HHO,19,42,42,0.44036854578406726,2.196771944566732,0.30954351228211296,2.6113495225294034,3,"b44,b107,b46",5.9201250076293945,success,
HHO,20,42,42,0.4363482614552313,2.2046484168955627,0.3126350192794086,2.605496827654263,3,"b53,b107,b42",5.9314281940460205,success,
HHO,21,42,42,0.4413884799884862,2.194769211676771,0.3239229873895697,2.584014417128624,3,"b54,b100,b32",6.376328945159912,success,
HHO,22,42,42,0.5280991043484703,2.01724810520985,0.33290144905066854,2.566798910142582,3,"b46,b23,b31",6.315577268600464,success,
HHO,23,42,42,0.4349835199742056,2.207315805189334,0.31664023353201143,2.5978947388356084,3,"b53,b105,b39",6.767961025238037,success,
HHO,24,42,42,0.524799447495661,2.024288388000466,0.2626804294719258,2.698514327779812,3,"b23,b53,b42",6.4008331298828125,success,
HHO,25,42,42,0.41322137292405636,2.24942262344593,0.29644510283319236,2.636002651323702,3,"b96,b106,b29",6.082347869873047,success,
HHO,26,42,42,0.4323720803557488,2.212410901570367,0.3068313439881494,2.6164732906846146,3,"b69,b106,b41",5.930255889892578,success,
HHO,27,42,42,0.511158231118082,2.0531376584952636,0.2997689754063363,2.6297685181032144,3,"b42,b24,b39",6.222289085388184,success,
HHO,28,42,42,0.5647647503801221,1.937295841216765,0.1927257869722495,2.823627399802265,5,"b62,b70,b96,b99,b26",6.871371746063232,success,
HHO,29,42,42,0.43464301913051206,2.2079808120695588,0.30976087248008055,2.6109384552589634,3,"b53,b107,b37",5.9460718631744385,success,
SSAHHO,0,42,42,0.44702946886153416,2.183659448638218,0.3201083996956249,2.5912939760284064,4,"b62,b71,b98,b38",7.017738103866577,success,
SSAHHO,1,42,42,0.4365580312869288,2.2042381353936342,0.3021547413398512,2.625284736956169,3,"b46,b107,b38",6.3132219314575195,success,
SSAHHO,2,42,42,0.43586733233724073,2.2055887613270886,0.3272143569344971,2.577716818849555,4,"b49,b71,b26,b27",7.5699121952056885,success,
SSAHHO,3,42,42,0.4365580312869288,2.2042381353936342,0.3021547413398512,2.625284736956169,3,"b46,b107,b38",6.428301095962524,success,
SSAHHO,4,42,42,0.44616194787749164,2.1853716809177093,0.32999778780502065,2.572379061584975,4,"b53,b71,b82,b28",6.689613103866577,success,
SSAHHO,5,42,42,0.41638510279831864,2.2433503299475412,0.31237491191594846,2.6059897570499495,3,"b17,b91,b24",6.431441783905029,success,
SSAHHO,6,42,42,0.4726861675551546,2.132399133238184,0.3113937456893934,2.607848326292838,3,"b53,b71,b24",5.931814908981323,success,
SSAHHO,7,42,42,0.4360100457478454,2.2053097604622156,0.3293705926663606,2.573582793612811,3,"b77,b80,b23",6.435615062713623,success,
SSAHHO,8,42,42,0.47877912325106375,2.120043717442532,0.3281494655077617,2.5759248043520633,3,"b53,b25,b38",6.648531913757324,success,
SSAHHO,9,42,42,0.513774920858792,2.047635230795249,0.27255825465164296,2.6803774626576256,5,"b49,b71,b95,b99,b27",7.473276853561401,success,
SSAHHO,10,42,42,0.4680920455708393,2.1416680505702943,0.31458286479400466,2.6018024978615393,4,"b57,b71,b23,b27",7.007305860519409,success,
SSAHHO,11,42,42,0.43433516348870227,2.2085818896745297,0.3124412040750626,2.6058641356506036,3,"b53,b106,b38",6.433496952056885,success,
SSAHHO,12,42,42,0.43991809126786385,2.1976558716509027,0.3203087927222218,2.5909120655066786,3,"b49,b100,b30",6.360005855560303,success,
SSAHHO,13,42,42,0.4369499033612497,2.2034714818076577,0.3305349857342127,2.571347606924802,3,"b62,b25,b56",6.428020000457764,success,
SSAHHO,14,42,42,0.4372667863556321,2.2028513407977734,0.3175353188052321,2.596192780815385,4,"b49,b96,b99,b45",6.290751934051514,success,
SSAHHO,15,42,42,0.4957042741803336,2.085338488941253,0.38647171412953574,2.4615810652227097,4,"b53,b17,b106,b28",6.681691884994507,success,
SSAHHO,16,42,42,0.48377805723501466,2.1098527481040907,0.3634494040867775,2.5073404791831746,3,"b53,b24,b28",6.7029078006744385,success,
SSAHHO,17,42,42,0.4878948329767554,2.1014230629384043,0.37745003477823436,2.4796132831124607,3,"b17,b107,b54",6.702347993850708,success,
SSAHHO,18,42,42,0.43303197122786585,2.2111245181239636,0.32328842758098697,2.5852267990681983,3,"b49,b105,b28",6.442688941955566,success,
SSAHHO,19,42,42,0.4387841576439979,2.199879417714735,0.3152952289418013,2.600450100504646,5,"b49,b72,b96,b99,b38",7.370628118515015,success,
SSAHHO,20,42,42,0.4356428820548174,2.2060274841824787,0.31447286735187074,2.6020112613456563,3,"b46,b106,b29",6.682896137237549,success,
SSAHHO,21,42,42,0.5772657700639086,1.9092712063422512,0.3166924505007931,2.5977954816166164,3,"b45,b22,b23",6.649243116378784,success,
SSAHHO,22,42,42,0.48063328844780284,2.1162694889043867,0.40768134248163135,2.418658505683814,3,"b17,b19,b26",7.286520957946777,success,
SSAHHO,23,42,42,0.5173796506524,2.0400308275599177,0.19779042240973532,2.814756099656341,4,"b62,b71,b109,b30",6.591091156005859,success,
SSAHHO,24,42,42,0.43471929090400796,2.2078318687484737,0.3143749099674963,2.6021971599778104,3,"b42,b106,b29",6.897578001022339,success,
SSAHHO,25,42,42,0.434797449620121,2.207679230186162,0.3147540260340319,2.6014776186572823,4,"b49,b96,b99,b40",6.955373764038086,success,
SSAHHO,26,42,42,0.4363948106370724,2.2045573795652964,0.309184737202459,2.6120278892873916,3,"b63,b107,b47",6.755924224853516,success,
SSAHHO,27,42,42,0.43623362604073357,2.204872596046472,0.32114759269063176,2.5893128629217275,3,"b49,b104,b30",6.777082920074463,success,
SSAHHO,28,42,42,0.444600520477349,2.18845010567761,0.32669352602899326,2.5787143838746402,3,"b62,b99,b55",6.593261957168579,success,
SSAHHO,29,42,42,0.47652342149322524,2.124626250222211,0.3498211858777154,2.5340387666354545,3,"b62,b17,b55",6.785194158554077,success,
