variant,run,train_r2,train_rmse,train_mae,test_r2,test_rmse,test_mae,n_selected,elapsed_sec
HHO,0,0.4782470026678862,2.2696497473649626,1.7897730113431494,0.20580298090328264,2.3712116649856987,1.7832305615527129,5,0.33187079429626465
MSHHO_I1,0,0.5208694991578862,2.174970019364295,1.7132660486884532,-0.0023046611779302673,2.6638273369696774,1.8922333713464845,3,0.33263278007507324
MSHHO_I2,0,0.6839264222627901,1.7665277410063398,1.3359936176954323,-0.27939223189532836,3.009594961850034,2.221325415164396,7,0.3385908603668213
MSHHO_I3,0,0.426306127664581,2.3799425368633877,1.8509360739501541,0.16977265869482894,2.42440243899161,1.768565175136358,1,0.2788369655609131
MSHHO,0,0.5757664375069802,2.0465807160039455,1.5115858367233928,-0.021808288468861292,2.689619885507973,1.9507710602674209,9,0.33812403678894043
