PC1,PC2,PC3,TS
5.809962591410659,1.2656827462701,-2.0229856487016016,8.875
-6.222785524328016,4.248134249067114,1.0957846267778504,1.65
-12.344066085758975,-4.302404333031843,0.3806663655326459,1.45
-0.149160867168047,-2.0719942484801193,-0.5464329456915037,8.2
-14.060989079237771,-2.043967349593368,-0.8983900062033537,3.875
-5.893365990179526,1.0506330940122726,0.0770458426861706,2.1
13.01653833075893,-4.567483965495447,0.4599884004385463,11.8
-10.276445410429327,1.0710201131408468,0.38384536889533083,2.4
10.611532864928112,11.710036799482777,-1.658389809696127,8.725
-13.62262509048665,-0.9278384877360739,0.6746223080553834,1.775
-11.920969444247811,-2.3648885656664516,0.008197751720985509,4.475
-9.512050263086824,-0.5710614442887295,1.4765846230466133,3.9
-1.8108966728155964,5.341230717877908,-0.4936559262419669,2.175
-1.6383965892881545,-8.802161896630329,0.8076189775493179,4.95
7.237853401787933,4.996950105166611,1.8937461576706582,9.0
16.05890284569372,-6.545213254401488,-0.1757244662372067,5.775
-13.7159352869228,-3.990909612090488,-0.39527178210265723,1.9
-1.1709719650289474,6.789614932226953,0.4571584226447207,1.675
5.576881099318888,12.447345546399777,-1.7365692869062925,4.125
-2.3614138810761616,-2.3969394096291605,-0.030285518051887592,4.225
-2.7327620446928806,11.831797095830188,2.4604773496025976,1.65
-9.52270889007088,-11.543017598087049,1.1863052176213147,10.2
8.62601196928152,8.835008533339602,-0.6010673366785244,6.825
7.572390525145966,-4.551954401460531,0.0951869260829166,8.55
1.2436792107437304,-11.907707460894258,-2.2215959780183776,8.225
-13.557676616850507,-3.7344095208977435,0.6986132377410927,2.3
-3.521340309847325,6.932384325957148,-0.13810263891084293,2.175
-9.042809468664515,-2.202145976131369,0.16767817308194324,4.625
6.308227262029823,1.3474235194135447,0.6093856436626902,6.45
20.527839357916687,-7.143437677524534,2.1380306101100692,6.05
-7.479212759311788,-12.347785757663315,-1.5960451022985016,4.525
-6.1055724384671235,-2.662549863886994,0.0020886349844527726,3.475
-6.077364683113897,2.2073378053360995,0.8512249175885913,3.275
11.543236115336684,0.30739901976450823,-1.837401588567743,11.2
-3.1414592328108966,-0.720304693928952,-0.1646721133020683,1.625
-5.900159941713066,0.8627825208352964,-0.21634318167299177,2.25
23.44553413865764,-4.378869572397108,-0.2567302993781149,6.45
2.2895325008383085,4.5550967335859145,-0.4469077550194714,2.125
33.241051803436946,-2.4210629035817375,2.6399924554958005,7.575
0.3343184130759372,2.3161719533737575,-1.5720492422031043,3.0
-4.94858931119615,4.66797467681796,0.8637450067572972,4.825
-5.3755841241511355,4.279128865361561,-0.5079463244741415,4.35
-2.479380288293185,3.267152850581937,-1.0710374780567593,2.15
12.233449053953485,3.3371387275914266,-0.33154619851481903,8.125
-11.332838141265539,0.5226588221221592,1.0202039551797115,1.475
15.041088458809998,-7.124985300266821,-1.419761631486441,8.375
-4.800499542621496,5.132989540208446,-0.10927871451218123,1.325
