b24,b32,b58,b70,b87,b105,b106,b129,b144,TS
925.5065621,1278.294174,1881.037132,2183.683579,2544.306818,2717.131882,2711.728553,3061.338508,2982.832266,8.875
656.80978,913.7043836,1418.174395,1698.830669,2049.217756,2358.733819,2363.963127,2888.831302,3011.646147,1.65
665.1171575,927.4596671,1362.081626,1595.354353,1913.006082,2152.572983,2141.818502,2634.347471,2671.350032,1.45
879.5112036,1215.986236,1764.202305,2001.399968,2301.643726,2517.0637,2513.84267,2886.476953,2859.525128,8.2
536.9366883,758.2150974,1220.163799,1496.166558,1854.401461,2177.930357,2179.863474,2647.805844,2694.230682,3.875
713.8795696,991.2098433,1514.338503,1757.919608,2087.76721,2400.906156,2385.446748,2850.541225,2906.664979,2.1
1321.413092,1686.06162,2292.600672,2535.15525,2730.048656,2847.274328,2836.439821,3061.754962,2921.18598,11.8
614.1930218,856.6782971,1313.671895,1583.541613,1971.056338,2214.201184,2221.825544,2744.388604,2820.178777,2.4
869.0914702,1217.337079,1828.486153,2185.358759,2638.717202,2925.766893,2919.839057,3382.075803,3413.470486,8.725
555.4620984,797.7865169,1225.483146,1513.363349,1848.285488,2142.165374,2126.267289,2685.752018,2758.983225,1.775
607.7327145,851.6387644,1331.904289,1576.602433,1931.565941,2215.677657,2207.169494,2640.479033,2704.616997,4.475
690.984966,948.3168223,1398.732394,1633.496281,1967.96376,2223.176135,2227.524767,2701.053015,2791.403228,3.9
718.6630796,1004.180567,1548.262542,1839.709289,2206.488527,2486.637759,2483.401171,3022.742048,3087.41937,2.175
1033.929103,1316.881627,1839.873239,2059.294034,2279.219497,2405.101282,2401.372053,2675.826555,2613.613072,4.95
1016.756402,1339.773848,1905.732554,2175.904449,2446.412932,2728.830346,2734.670294,3076.53137,3137.59523,9.0
1393.508507,1784.457303,2500.354414,2727.564526,2841.142055,2922.948957,2910.033868,3054.069502,2901.597592,5.775
588.4886364,830.2318182,1276.120617,1530.90974,1885.145779,2135.671266,2141.616071,2664.046266,2671.434578,1.9
727.3004161,1001.414693,1537.84219,1840.761044,2236.568502,2518.570583,2522.051697,3048.982554,3168.24936,1.675
739.3273047,1035.776729,1644.409891,1982.084507,2411.146287,2780.845711,2791.049296,3305.213028,3386.838828,4.125
844.0704225,1165.886844,1673.613476,1914.555378,2265.727753,2452.410051,2453.369878,2870.239917,2841.822023,4.225
643.7048656,902.7223111,1418.173976,1701.861556,2127.529449,2475.109475,2480.40685,3053.708547,3267.208227,1.65
885.8015365,1167.126921,1589.396447,1813.495999,2030.611236,2162.103873,2154.784251,2506.414693,2469.836428,10.2
924.5997119,1249.229834,1838.497279,2133.606274,2515.175736,2821.263924,2819.422535,3278.908451,3295.684219,6.825
1139.827979,1497.886374,2128.839215,2368.871973,2561.685393,2705.653584,2703.160468,2947.608324,2858.7047,8.55
1055.539853,1387.548015,2010.46767,2252.330026,2459.90605,2534.482875,2523.899008,2734.685339,2564.057458,8.225
613.1330907,859.6896661,1297.360342,1546.947618,1868.683019,2124.596772,2121.70739,2600.145434,2631.990347,2.3
642.4584586,903.2291502,1453.110777,1749.003007,2147.448172,2497.145593,2498.149074,2982.605792,3070.843804,2.175
695.8447539,969.8683336,1411.719576,1701.413357,2019.865169,2229.6721,2221.804241,2748.683178,2790.491375,4.625
1030.337881,1353.054735,1922.126645,2187.758748,2481.491011,2687.254093,2667.586356,3023.526645,3021.153933,6.45
1662.587435,2009.817218,2588.687134,2808.75724,3036.660389,2906.215382,2896.54344,3156.210635,2982.503402,6.05
831.693662,1149.68806,1690.632522,1936.076344,2181.114757,2248.53153,2240.18838,2562.441741,2459.097151,4.525
754.837949,1047.487261,1556.745846,1802.656749,2123.795379,2363.287387,2360.927995,2747.856939,2741.224561,3.475
715.5967716,975.040671,1451.523659,1708.687767,2063.566704,2353.109353,2358.611489,2858.039721,2937.205412,3.275
1084.743598,1445.888284,2162.571383,2458.493438,2684.28009,2875.551056,2863.394206,3175.623079,3032.734955,11.2
810.6523184,1110.206995,1665.316031,1873.523975,2217.598512,2445.983067,2442.350214,2861.393891,2875.566387,1.625
705.3583547,988.0019206,1464.430218,1740.551536,2110.883483,2362.182298,2363.8137,2884.461428,2862.755602,2.25
1559.341071,1957.525487,2661.041071,2896.470292,3071.440097,3118.081818,3100.946429,3235.602273,3069.710714,6.45
821.2485595,1122.050736,1730.68806,2010.205506,2342.800896,2621.450224,2622.930218,3046.721991,3075.047535,2.125
1940.50112,2253.37548,2991.462068,3207.87596,3291.108835,3339.073944,3326.464149,3429.866357,3220.934379,7.575
792.0461039,1105.220942,1694.326136,1925.065909,2322.848052,2587.668669,2590.186688,2988.996104,2998.010065,3.0
696.5771447,973.2021447,1461.018406,1714.184699,2109.31242,2397.998239,2394.463028,2933.059539,3026.90749,4.825
641.9547397,900.9531571,1396.290078,1722.670517,2082.495648,2405.842064,2405.571451,2910.741098,2993.073904,4.35
743.9414464,1027.259535,1538.752492,1814.661655,2247.233898,2483.747745,2479.925305,3017.06251,2998.757557,2.15
1124.02263,1475.664979,2082.885108,2375.575566,2685.779237,2887.188479,2873.99636,3229.83241,3144.558949,8.125
609.990557,847.762484,1281.707586,1547.683099,1934.822503,2201.074904,2211.713988,2715.477273,2786.065941,1.475
1341.986236,1730.528809,2443.201825,2649.995519,2832.742157,2923.634763,2898.119398,3074.098752,2866.451184,8.375
657.8533931,939.8725992,1464.71719,1713.113636,2113.712868,2466.254481,2445.289853,2957.241677,3043.764565,1.325
