variant,run,train_r2,train_rmse,train_mae,test_r2,test_rmse,test_mae,n_selected,elapsed_sec
MSHHO_I3,21,0.41023843635649304,2.255132936276146,1.8401358301722799,0.29886336448706274,2.631468512450466,1.8841132770437001,1,3.9423155784606934
MSHHO_I3,22,0.45460715016472975,2.16864584953834,1.7749402727971209,0.3137275626224577,2.603425329727458,1.8878919231433844,1,3.7308928966522217
MSHHO_I3,23,0.4500411104116425,2.177704901443807,1.785047169880656,0.31892807521490274,2.5935423060645304,1.8944272518852519,1,4.243527889251709
MSHHO_I3,24,0.44546579318948953,2.1867447167377443,1.796421599806021,0.33247131754156056,2.567626286529154,1.8359450312726102,1,4.1199140548706055
MSHHO_I3,25,0.44544637043767743,2.186783012146296,1.7951827327637215,0.3298374362951706,2.5726868666801637,1.8457513575344624,1,3.998363971710205
MSHHO_I3,26,0.4515228801091872,2.1747691969026763,1.7834592028113092,0.33773163711274934,2.5574894569240945,1.868297044510984,1,4.374428033828735
MSHHO_I3,27,0.41867274312411684,2.2389492962881268,1.8258696921516169,0.2824428149219963,2.662104541472002,1.9095851359241658,1,3.9584579467773438
MSHHO_I3,28,0.4460846193384904,2.185524239684884,1.7957111492285585,0.3283412173024831,2.575557182814607,1.831459912670882,1,3.732330799102783
MSHHO_I3,29,0.4452166939604951,2.187235809313941,1.7976155019570115,0.33176593437996016,2.5689825444555394,1.829528968704861,1,4.078974962234497
MSHHO,0,0.5245648538718364,2.0247879944835474,1.6617831110756358,0.2773951811597294,2.6714513786827605,1.8562108549473448,10,6.003679990768433
MSHHO,1,0.45328593890098,2.171271027120216,1.7790582551877716,0.3153556300057493,2.6003353989401337,1.8909599612128989,1,3.9710278511047363
MSHHO,2,0.4497326490594974,2.1783155322076646,1.7826287303998098,0.32237939141196903,2.5869626020839376,1.8865813769354247,1,4.226543188095093
MSHHO,3,0.4497326490594974,2.1783155322076646,1.7826287303998098,0.32237939141196903,2.5869626020839376,1.8865813769354247,1,4.386532783508301
MSHHO,4,0.44546579318948953,2.1867447167377443,1.796421599806021,0.33247131754156056,2.567626286529154,1.8359450312726102,1,3.7659687995910645
MSHHO,5,0.4525245517030805,2.1727824230237145,1.774909435733606,0.3447916351068435,2.5438210937370203,1.853438164040097,1,3.755772829055786
MSHHO,6,0.4183159670811637,2.2396362423556835,1.8236221255123668,0.2720344864521239,2.6813422435980225,1.9070905428390135,1,4.160810232162476
MSHHO,7,0.4460846193384904,2.185524239684884,1.7957111492285585,0.3283412173024831,2.575557182814607,1.831459912670882,1,4.375086069107056
MSHHO,8,0.4385016907962007,2.2004329612792124,1.8067986236096087,0.32161002920877557,2.588430788410171,1.8639423018856627,1,3.9201982021331787
MSHHO,9,0.4525245517030805,2.1727824230237145,1.774909435733606,0.3447916351068435,2.5438210937370203,1.853438164040097,1,4.092117071151733
MSHHO,10,0.4134419870373188,2.248999720320196,1.8394058842477201,0.3118096829392708,2.6070606010136714,1.8498013561109496,1,4.18093204498291
MSHHO,11,0.4460846193384904,2.185524239684884,1.7957111492285585,0.3283412173024831,2.575557182814607,1.831459912670882,1,4.110933065414429
MSHHO,12,0.4183159670811637,2.2396362423556835,1.8236221255123668,0.2720344864521239,2.6813422435980225,1.9070905428390135,1,4.585611820220947
MSHHO,13,0.45098190307008024,2.1758414478664183,1.805892109870561,0.32704704286237096,2.5780373232267033,1.9032050132069447,1,4.300568103790283
