variant,algo_seed,split_seed,cv_seed,train_r2,train_rmse,test_r2,test_rmse,n_selected,selected_feature_names,elapsed_sec,status,error_msg
HHO,0,42,42,0.428865293355588,2.2192344804710413,0.3033747413117043,2.6229889211390813,3,"b66,b110,b55",3.0952930450439453,success,
HHO,1,42,42,0.6164799593498896,1.8185613081182028,0.15055491760322315,2.8964397620933187,6,"b53,b79,b29,b21,b24,b38",2.9386298656463623,success,
HHO,2,42,42,0.42379552251828667,2.229062418140662,0.3004727035315171,2.6284467348568117,2,"b46,b106",3.5283329486846924,success,
HHO,3,42,42,0.426088810302217,2.224622173167821,0.3003527988110478,2.6286719938769894,3,"b47,b111,b41",2.7891969680786133,success,
HHO,4,42,42,0.43537805884117453,2.2065450100103474,0.30678512302032557,2.6165605233593583,3,"b66,b107,b39",3.025650978088379,success,
HHO,5,42,42,0.5127902072046953,2.0497076398586356,0.18756233411899192,2.832643188687797,4,"b78,b71,b21,b24",2.857088088989258,success,
HHO,6,42,42,0.4336696177590671,2.2098807861587506,0.31189204021015027,2.6069045999665077,4,"b42,b95,b100,b52",2.9006259441375732,success,
HHO,7,42,42,0.4411879946873225,2.19516302694649,0.32836920365570277,2.575503523720301,4,"b62,b71,b26,b32",2.8463430404663086,success,
HHO,8,42,42,0.5373425962890871,1.9973936901754057,0.198926887656672,2.8127616045056083,3,"b24,b106,b38",2.9051949977874756,success,
HHO,9,42,42,0.43284150328730653,2.2114958908889024,0.325692061557204,2.5806314390074205,3,"b77,b17,b56",2.8957502841949463,success,
SSAHHO,0,42,42,0.4298602595794587,2.217300588323292,0.3117422575990658,2.607188311065862,4,"b49,b95,b104,b30",3.3586950302124023,success,
SSAHHO,1,42,42,0.43547834146311115,2.2063490488467083,0.3087112783642112,2.612922828885774,3,"b42,b107,b29",3.2546770572662354,success,
SSAHHO,2,42,42,0.43156729316452436,2.2139787325667113,0.3088312181548182,2.6126961457344984,3,"b81,b107,b32",3.010309934616089,success,
SSAHHO,3,42,42,0.5318964549678736,2.0091153902827323,0.3016947012206347,2.6261499268461477,3,"b62,b43,b24",3.021538019180298,success,
SSAHHO,4,42,42,0.43303197122786585,2.2111245181239636,0.32328842758098697,2.5852267990681983,3,"b49,b105,b28",3.171312093734741,success,
SSAHHO,5,42,42,0.43710248906824345,2.203172892891997,0.32999666921053716,2.5723812089270095,3,"b77,b80,b24",3.241166114807129,success,
SSAHHO,6,42,42,0.43494702192456647,2.2073870964026887,0.3032115603315796,2.623296114163672,3,"b63,b107,b39",3.277280807495117,success,
SSAHHO,7,42,42,0.4361389970376529,2.205057633812751,0.3229540689357855,2.585865391800305,3,"b62,b104,b32",2.8007988929748535,success,
SSAHHO,8,42,42,0.5148979331701922,2.0452691980852116,0.2726853413307814,2.6801433166577473,3,"b71,b22,b23",3.180262327194214,success,
SSAHHO,9,42,42,0.5266838030566818,2.0202708547174706,0.3235666928800428,2.5846952189198364,3,"b49,b26,b27",3.2934138774871826,success,
